PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text,Location
tendo tendere tetendi tentum,to stretch,tendo,Verb,6,1.5.9
expono exponere exposui expositus,to abandon,expono,Verb,10,1.5.9
mandatum –i n.,"order, commission",mandatum,Noun,9,1.5.9
prex precis f.,prayer,prex,Noun,28,1.5.9
suus –a –um,his/her/its own,suus,Adjective,180,1.5.9
decet decere decuit,"adorn, become, grace; (impers.) it is fitting (to)",decet,Verb,26,1.5.9
pro,"on behalf of, for, instead of, in accordance with (+ abl.)",pro,Preposition,124,1.5.9
dissimilis dissimile,dissimilar,dissimilis,Adjective,6,1.5.9
parcus –a –um,sparing,parcus,Adjective,17,1.5.9
dispicio –ere –spexi –spectus,to see distinctly,dispicio,Verb,16,1.5.10
renuntio renuntiare renuntiavi renuntiatus,to report,renuntio,Verb,5,1.5.10
decipio decipere decepi deceptus,"to deceive, cheat",decipio,Verb,7,1.5.10
oportet oportere oportuit,to it is proper/right,oportet,Verb,31,1.5.10
Mauricus –i m. ,Mauricus (a cognomen),Mauricus,Noun,7,1.5.10
nondum,not yet,nondum,Adverb,16,1.5.10
alteruter –tra –trum,"one or the other, either this or that",alteruter,Pronoun,10,1.5.10
quisquis quidquid or quicquid,"whoever, whichever",quisquis,Pronoun,20,1.5.10
decerno decernere decrevi decretus,"to determine, decide",decerno,Verb,11,1.5.10
dux ducis m. or f.,"leader, general",dux,Noun,5,1.5.10
comes comitis m. or f.,companion,comes,Noun,11,1.5.10
dies diei m. or f.,day,dies,Noun,139,1.5.11
convenio convenire conveni conventus,to assemble; agree,convenio,Verb,21,1.5.11
praetor praetoris m.,praetor,praetor,Noun,11,1.5.11
officium offici(i) n.,"service, duty",officium,Noun,64,1.5.11
illuc,there,illuc,Adverb,11,1.5.11
persequor persequi persecutus sum,to pursue,persequor,Verb,7,1.5.11
secretum –i n.,anything apart; a solitary place; secret,secretum,Noun,5,1.5.11
peto petere petii/petivi petitus,"to seek, go towards",peto,Verb,104,1.5.11
aio,"to say, affirm, say yes",aio,Verb,19,1.5.11
penitus or penite,internally,penitus,Adverb,6,1.5.11
haereo haerere haesi haesus,"to stick to, hang on to",haereo,Verb,11,1.5.11
centumviralis –e,of the centumviri,centumviralis,Adjective,8,1.5.11
iudicium iudici(i) n.,decision; trial,iudicium,Noun,78,1.5.11
Satrius –(i)i m.,Satrius (name),Satrius,Noun,4,1.5.11
Rufus –i m.,Rufus,Rufus,Noun,24,1.5.11
Cicero Ciceronis m.,Cicero,Cicero,Noun,8,1.5.11
saeculum saeculi n.,"age; generation, people born at a time; mortal race; century",saeculum,Noun,18,1.5.11
intellego intellegere intellexi intellectus,to understand,intellego,Verb,31,1.5.12
malignus –a –um,"malignant, wicked, malicious, grudging",malignus,Adjective,6,1.5.12
ceterum,otherwise,ceterum,Adverb,3,1.5.12
honori–ficus –a –um,honorable,honorificus,Adjective,2,1.5.12
existimo existimare existimavi existimatus,"to think, believe",existimo,Verb,39,1.5.12
stultus –a –um,foolish,stultus,Adjective,2,1.5.13
propono proponere proposui propositus,"to propose, announce",propono,Verb,12,1.5.13
memini meminisse,"to remember, recollect",memini,Verb,27,1.5.13
cur,why,cur,Adverb,31,1.5.13
obliviscor oblivisci oblitus sum,to forget,obliviscor,Verb,5,1.5.13
expallesco –lescere –lui,to turn pale,expallesco,Verb,1,1.5.13
notabilis –e,noteworthy,notabilis,Adjective,12,1.5.13
palleo –ere –ui,to be pale,palleo,Verb,3,1.5.13
haesitabundus –a –um,"stammering, faltering",haesitabundus,Adjective,1,1.5.13
noceo nocere nocui nocitus,to harm,noceo,Verb,5,1.5.13
homo hominis m.,"human being, man",homo,Noun,128,1.5.13
crudelitas crudelitatis f.,cruelty,crudelitas,Noun,2,1.5.13
dissimulo dissimulare dissimulavi dissimulatus,"to conceal, dissemble",dissimulo,Verb,5,1.5.13
exsul exsulis m.,"an exile, banished person",exsul,Noun,2,1.5.13
subiungo –ere –iunxi –iunctus,to join under or to; fasten,subiungo,Verb,5,1.5.14
egregius –a –um,"distinguished, uncommon",egregius,Adjective,19,1.5.14
quidam quaedam quiddam,a certain person/thing,quidam,Pronoun,148,1.5.14
omnis omne,every; all,omnis,Adjective,302,1.5.14
bipes –pedis,"two-footed, biped",bipes,Adjective,1,1.5.14
nequam; comp. nequior,"worthless, good for nothing",nequam,Adjective,2,1.5.14
vere,truly,vere,Adverb,9,1.5.14
fere,almost,fere,Adverb,9,1.5.15
sermo sermonis m.,conversation,sermo,Noun,50,1.5.15
terminus –i m.,boundary line; limit,terminus,Noun,8,1.5.15
progredior progredi progressus sum,to go forward,progredior,Verb,3,1.5.15
liber libera liberum,free,liber,Adjective,27,1.5.15
praetereo praeterire praeterivi/praeterii praeteritus,to go by,praetereo,Verb,17,1.5.15
locuples –etis,rich,locuples,Adjective,5,1.5.15
factiosus –a –um,"partisan, factious, revolutionary",factiosus,Adjective,2,1.5.15
plerumque,generally,plerumque,Adverb,12,1.5.15
fortis forte,brave; strong,fortis,Adjective,22,1.5.15
amor amoris m.,love,amor,Noun,51,1.5.15
concutio –cutere –cussi –cussus,"shake, beat, strike; terrify; disturb, distract",concutio,Verb,3,1.5.15
labor labi lapsus sum,"to glide, slip (down)",labor,Verb,9,1.5.15
malus –a –um,"bad, evil",malus,Adjective,16,1.5.16
infidus –a –um,"treacherous, false",infidus,Adjective,1,1.5.16
verum,but indeed,verum,Conjunction,58,1.5.16
saepe,often,saepe,Adverb,53,1.5.16
gravis grave,heavy,gravis,Adjective,56,1.5.16
prudens –entis,"aware, acting deliberately; prudent",prudens,Adjective,4,1.5.16
experimentum –i n.,"a test, experiment",experimentum,Noun,6,1.5.16
erudio erudire erudii eruditum,"to instruct, train; free from roughness",erudio,Verb,3,1.5.16
futurum –i or futura –orum n.,the future,futurum,Noun,10,1.5.16
praeteritus –a –um,past,praeteritus,Adjective,6,1.5.16
provideo providere providi provisus,to foresee,provideo,Verb,10,1.5.16
quiesco quiescere quievi quietus,"to sleep, keep quiet",quiesco,Verb,16,1.5.16
auctor auctoris m.,founder,auctor,Noun,17,1.5.16
ratio rationis f.,method,ratio,Noun,90,1.5.16
consto constare constiti constatus,"to agree, remain unchanged, stand firm",consto,Verb,24,1.5.16
mutuus –a –um,"interchangeable,",mutuus,Adjective,9,1.5.17
solum,only,solum,Adverb,26,1.5.17
factum facti n.,deed,factum,Noun,34,1.5.17
dictum dicti n.,word; saying,dictum,Noun,6,1.5.17
cognosco cognoscere cognovi cognitus,"to learn, understand, inquire",cognosco,Verb,47,1.5.17
rideo ridere risi risus,to laugh,rideo,Verb,13,1.6.1
licet licere licuit/licitum est,it is permitted; (+ subj.) although,licet,Verb,37,1.6.1
nosco noscere novi notus,"to learn, know",nosco,Verb,45,1.6.1
aper apri m.,wild boar,aper,Noun,2,1.6.1
tres tria,3,tres,Number,25,1.6.1
pulcher pulchra pulchrum,beautiful,pulcher,Adjective,51,1.6.1
capio capere cepi captus,to seize,capio,Verb,42,1.6.1
inertia inertiae f.,"laziness, lack of skill",inertia,Noun,7,1.6.1
discedo discedere discessi discessum,"to go away, depart",discedo,Verb,6,1.6.1
rete retis n.,"net, trap",rete,Noun,1,1.6.1
sedeo sedere sedi sessus,to sit,sedeo,Verb,23,1.6.1
proximus –a –um,nearest,proximus,Adjective,11,1.6.1
venabulum –i n.,hunting–spear,venabulum,Noun,1,1.6.1
lancea –ae f.,lance,lancea,Noun,1,1.6.1
stilus stilus –i m.,a pointed instrument,stilus,Noun,15,1.6.1
pugillares –ium m.,small tablets for writing,pugillares,Noun,9,1.6.1
meditor meditari meditatus sum,"to think, rehearse",meditor,Verb,5,1.6.1
enoto –are,to note down,enoto,Verb,2,1.6.1
vacuus –a –um,empty,vacuus,Adjective,6,1.6.1
plenus –a –um,full,plenus,Adjective,21,1.6.1
cera –ae f.,wax,cera,Noun,4,1.6.1
reporto reportare reportavi reportatus,to carry back,reporto,Verb,2,1.6.1
contemno contemnere contempsi contemptus,"to despise, scorn",contemno,Verb,9,1.6.2
studeo studere studui,to be eager,studeo,Verb,28,1.6.2
genus generis n.,origin,genus,Noun,52,1.6.2
mirus –a –um,"marvelous, wonderful",mirus,Adverb,36,1.6.2
agitatio –onis f.,"movement, motion, agitation",agitatio,Noun,2,1.6.2
motus motus m.,"motion, movement",motus,Noun,6,1.6.2
corpus corporis n.,body,corpus,Noun,36,1.6.2
undique,from all sides,undique,Adverb,11,1.6.2
silva silvae f.,forest,silva,Noun,8,1.6.2
solitudo –inis f.,"solitude, waste land",solitudo,Noun,6,1.6.2
silentium (silentum) silenti(i) n.,silence,silentium,Noun,25,1.6.2
venatio –onis f.,hunting,venatio,Noun,2,1.6.2
do dare dedi datus,to give,do,Verb,183,1.6.2
magnus –a –um,great,magnus,Adjective,206,1.6.2
cogitatio cogitationis f.,thinking,cogitatio,Noun,7,1.6.2
incitamentum –i n. ,incitement ,incitamentum,Noun,1,1.6.2
proinde or proin,just as,proinde,Adverb,33,1.6.3
venor venari venatus sum,"to hunt, go hunting",venor,Verb,6,1.6.3
panarium –(i)i n.,bread basket,panarium,Noun,1,1.6.3
laguncula –ae f.,"a small flask, small bottle",laguncula,Noun,2,1.6.3
sic,"so, in this way",sic,Adverb,80,1.6.3
experior experiri expertus sum (experiscor),"to test, try, experience",experior,Verb,44,1.6.3
Diana –ae f.,Diana (goddess),Diana,Noun,2,1.6.3
mons montis m.,mountain,mons,Noun,16,1.6.3
Minerva –ae f.,Minerva,Minerva,Noun,5,1.6.3
inerro –are,to wander or ramble about,inerro,Verb,2,1.6.3
fastigium fastigi(i) n.,summit,fastigium,Noun,2,1.7.1
colloco collocare collocavi collocatus,"to arrange, invest",colloco,Verb,10,1.7.1
potestas potestatis f.,power,potestas,Noun,10,1.7.1
regnum regni n.,"royal power, kingdom",regnum,Noun,2,1.7.1
Homerus –i m.,Homer,Homerus,Noun,6,1.7.1
Iuppiter Iovis m.,Jupiter,Iuppiter,Noun,2,1.7.1
optimus –a –um,"best, excellent",optimus,Adjective,1,1.7.1
Maximus –i m.,Maximus,Maximus,Noun,11,1.7.1
quoque,also,quoque,Adverb,147,1.7.2
similis simile,similar,similis,Adjective,51,1.7.2
nutus –us m.,"nod, will",nutus,Noun,2,1.7.2
renutus –us m.,"a denying, refusal",renutus,Noun,1,1.7.2
etenim,and indeed,etenim,Conjunction,16,1.7.2
sicut or sicuti,"just as, in as much as",sicut,Adverb,38,1.7.2
praesertim,especially,praesertim,Adverb,31,1.7.2
exigo exigere exegi exactus,"to drive out; collect; achieve, complete",exigo,Verb,55,1.7.2
excuso excusare excusavi excusatus,to excuse,excuso,Verb,15,1.7.2
Baeticus –a –um,Spanish,Baeticus,Adjective,8,1.7.2
advocatio –onis f.,"a consoling, comforting",advocatio,Noun,15,1.7.2
fides fidei f.,"trust, faith",fides,Noun,57,1.7.2
constantia constantiae f.,"firmness, perseverance",constantia,Noun,20,1.7.2
diligo diligere dilexi dilectus,to choose; love,diligo,Verb,51,1.7.2
provincia provinciae f.,province,provincia,Noun,58,1.7.2
tot,so many,tot,Pronoun,29,1.7.2
devincio –ire –vinxi –vinctus,to bind fast; bind,devincio,Verb,2,1.7.2
teneo tenere tenui tentus,to hold,teneo,Verb,49,1.7.3
temperamentum –i n. ,mixture; compromise,temperamentum,Noun,6,1.7.3
duo duae duo,2,duo,Number,53,1.7.3
eligo eligere elegi electus,"to pick out, select",eligo,Verb,35,1.7.3
potius,"rather, more",potius,Adverb,25,1.7.3
satisfacio or (satis facio) –facere –feci –factum,to satisfy,satisfacio,Verb,6,1.7.3
opus operis n.,work; need,opus,Noun,74,1.7.3
considero considerare consideravi consideratus,to consider,considero,Verb,2,1.7.3
praesentia praesentiae f.,presence; protection,praesentia,Noun,4,1.7.3
circa,around (adv. and prep. +acc.),circa,Preposition,23,1.7.4
idus iduum (pl. f.),the Ides,idus,Noun,2,1.7.4
October –bris –bre,of or pertaining to October,October,Adjective,3,1.7.4
spero sperare speravi speratus,to hope,spero,Verb,16,1.7.4
Roma Romae f.,Rome,Roma,Noun,15,1.7.4
praesens –ntis,present,praesens,Adjective,19,1.7.4
Gallus –i m.,Gallus (name),Gallus,Noun,3,1.7.4
confirmo –are,"to confirm, strengthen",confirmo,Verb,13,1.7.4
spondeo –ere spopondi sponsum,to make a solemn promise,spondeo,Verb,7,1.7.4
usquequaque,in every conceivable situation; wholly,usquequaque,Adverb,5,1.7.5
Homericus –a –um,"of Homer, Homeric",Homericus,Adjective,6,1.7.5
versus versus m.,line (of poetry),versus,Noun,21,1.7.5
quatenus,"seeing that, since, as",quatenus,Conjunction,2,1.7.5
patior pati passus sum,"to permit, endure",patior,Verb,45,1.7.5
cupiditas cupiditatis f.,eager desire,cupiditas,Noun,4,1.7.5
ardeo ardere arsi arsum,"to burn, glow",ardeo,Verb,4,1.7.5
solus –a –um,"alone, only",solus,Adjective,50,1.7.5
merces mercedis f.,"pay, wages; article for sale, commodity",merces,Noun,5,1.7.5
corrumpo corrumpere corrupi corruptus,"to destroy, ruin",corrumpo,Verb,9,1.7.5
vel,or,vel,Conjunction,209,1.7.5
paene,almost,paene,Adverb,19,1.7.6
accipio accipere accepi acceptus,to receive,accipio,Verb,100,1.7.6
caryota –ae or caryotis –idis f.,a kind of nut-shaped date,caryota,Noun,1,1.7.6
ficus fici of ficus f.,a fig or fig–tree,ficus,Noun,2,1.7.6
boletus –i m.,a mushroom,boletus,Noun,1,1.7.6
certo certare certavi certatus,"to fight, compete",certo,Verb,7,1.7.6
habeo habere habui habitus,"to have, hold",habeo,Verb,202,1.7.6
peropportunus –a –um ,very convenient or opportune,peropportunus,Adjective,1,1.8.1
reddo reddere reddidi redditus,to return,reddo,Verb,48,1.8.1
littera litterae f.,letter (of the alphabet),littera,Noun,52,1.8.1
flagito flagitare flagitavi flagitatum,to demand,flagito,Verb,4,1.8.1
scripta –orum n. pl.,"writings, works (in poetry or prose)",scripta,Noun,16,1.8.1
mitto mittere misi missus,"to send; release, let go",mitto,Verb,86,1.8.1
destino destinare destinavi destinatus,"to determine, intend",destino,Verb,17,1.8.1
calcar –aris n.,spur,calcar,Noun,1,1.8.1
sponte,voluntarily,sponte,Adverb,10,1.8.1
curro currere cucurri cursus,to run,curro,Verb,5,1.8.1
pariter,alike,pariter,Adverb,23,1.8.1
recuso recusare recusavi recusatus,to refuse,recuso,Verb,14,1.8.1
verecundia –ae f.,"bashfulness, shyness",verecundia,Noun,18,1.8.1
tollo tollere sustuli sublatus,to raise; destroy,tollo,Verb,21,1.8.1
utor uti usus sum,to use,utor,Verb,41,1.8.2
offero offerre obtuli oblatus,"to offer, present",offero,Verb,20,1.8.2
gravor –ari –atus sum,"to be burdened, be vexed",gravor,Verb,5,1.8.2
deposco deposcere depoposci —,to demand,deposco,Verb,2,1.8.2
desidiosus –a –um,"idle, lazy",desidiosus,Adjective,2,1.8.2
novus –a –um,new,novus,Adjective,74,1.8.2
vaco vacare vacavi vacatus,to be empty,vaco,Verb,23,1.8.2
municeps –ipis m.,citizen of a municipium; townsman,municeps,Noun,10,1.8.2
bibliotheca –ae f.,library,bibliotheca,Noun,4,1.8.2
dedico dedicare dedicavi dedicatus,"to declare, dedicate",dedico,Verb,3,1.8.2
annoto –are,"to write down something, comment on",annoto,Verb,17,1.8.3
generalis –e,"general; of or belonging to a kind or species, generic",generalis,Adjective,2,1.8.3
universitas –atis f.,"the whole, entirety",universitas,Noun,4,1.8.3
attendo attendere attendi attentus,to pay attention,attendo,Verb,8,1.8.3
particula –ae f.,"a little bit, particle",particula,Noun,1,1.8.3
emendatio –onis f.,"a correction, improvement",emendatio,Noun,3,1.8.3
contineo continere continui contentus,"to contain, restrain",contineo,Verb,20,1.8.3
cunctatio –onis f.,"hesitation, doubt",cunctatio,Noun,10,1.8.4
deduco deducere deduxi deductus,"to launch, lead away",deduco,Verb,2,1.8.4
indignus –a –um,unworthy (of),indignus,Adjective,8,1.8.4
retracto retractare retractavi retractatus,to handle again; gripe or grasp again,retracto,Verb,14,1.8.4
invenio invenire inveni inventus,"to find, discover",invenio,Verb,59,1.8.4
dignus –a –um,worthy,dignus,Adjective,60,1.8.4
quamquam,although,quamquam,Conjunction,81,1.8.5
consisto consistere constiti constitus,"to take position; , halt, stand",consisto,Verb,4,1.8.5
quasi,as if,quasi,Adverb,153,1.8.5
gloriosus –a –um,full of glory,gloriosus,Adjective,7,1.8.5
elatus – a –um,"high, exalted",elatus,Adjective,5,1.8.5
onero onerare oneravi oneratus,"to load, burden",onero,Verb,12,1.8.5
modestia –ae f.,moderation,modestia,Noun,8,1.8.5
etiamsi,even if,etiamsi,Conjunction,12,1.8.5
premo premere pressi pressus,to press,premo,Verb,25,1.8.5
demitto demittere demisi demissum,"to send down, drop",demitto,Verb,4,1.8.5
propterea,therefore,propterea,Adverb,1,1.8.5
cogo cogere coegi coactus,to drive together; compel,cogo,Verb,34,1.8.5
munificentia —ae f.,"bountifulness, generosity",munificentia,Noun,4,1.8.5
parens parentis m. or f.,parent,parens,Noun,29,1.8.5
disputo disputare disputavi disputatus,"to discuss, debate, argue",disputo,Verb,7,1.8.5
anceps ancipitis,"two–headed, unsettled, dangerous",anceps,Adjective,2,1.8.6
lubricus –a –um,"smooth, slippery",lubricus,Adjective,5,1.8.6
locus loci m. or loca locorum n. pl.,"place, region",locus,Noun,91,1.8.6
necessitas necessitatis f.,"necessity, need",necessitas,Noun,33,1.8.6
lenocinor –ari –atus sum,"to pander, flatter",lenocinor,Verb,2,1.8.6
alienus –a –um,"strange, unrelated, another's",alienus,Adjective,26,1.8.6
difficilis difficile,difficult,difficilis,Adjective,22,1.8.6
obtineo obtinere obtinui obtentus,to possess,obtineo,Verb,12,1.8.6
dissero disserere disserui dissertus,"to examine, discuss",dissero,Verb,2,1.8.6
honestas –atis f.,"honor received from others, reputation, respectability",honestas,Noun,6,1.8.6
aliquanto ,by some little,aliquanto,Adverb,11,1.8.6
gloria gloriae f.,"renown, glory",gloria,Noun,49,1.8.6
praedicatio –onis f.,"announcement, public proclamation; teaching; sermon",praedicatio,Noun,6,1.8.6
invideo invidere invidi invisus,to envy (+ dat.),invideo,Verb,16,1.8.6
demum,finally,demum,Adverb,15,1.8.6
rectus –a –um,"straight, direct",rectus,Adjective,38,1.8.6
detorqueo –ere –torsi –tortus,"turn away; turn aside, sway (opinions, etc.)",detorqueo,Verb,1,1.8.6
carpo carpere carpsi carptum,"to pluck, seize; criticize",carpo,Verb,8,1.8.6
obscuritas –atis f.,"darkness, obscurity",obscuritas,Noun,2,1.8.6
qua,where; how; anyhow; anywhere,qua,Adverb,16,1.8.7
debeo debere debui debitus,to owe; ought,debeo,Verb,147,1.8.7
plerusque –aque –umque,very many,plerusque,Adjective,25,1.8.7
necessarius –a –um,"necessary, essential",necessarius,Adjective,21,1.8.7
perago peragere peregi peractum,to finish,perago,Verb,30,1.8.7
utilitas utilitatis f.,usefulness,utilitas,Noun,18,1.8.7
pa¯r paris,"equal, like (+dat.)",pa¯r,Adjective,48,1.8.7
retineo retinere retinui retentus,to hold back,retineo,Verb,19,1.8.7
exemplum exempli n.,"sample, example",exemplum,Noun,62,1.8.8
repeto repetere repetivi repetitus,to demand back,repeto,Verb,31,1.8.8
prosequor prosequi prosecutus sum,to follow,prosequor,Verb,13,1.8.8
honestus –a –um,"honorable, decent",honestus,Adjective,47,1.8.8
immoror (inmoror) –ari –atus sum,to tarry or remain in,immoror,Verb,2,1.8.8
pulchritudo –inis f. ,beauty,pulchritudo,Noun,11,1.8.8
tractatus –us m.,"a handling, management",tractatus,Noun,4,1.8.8
pervideo pervidere pervidi pervisum,"to see completely, see fully",pervideo,Verb,1,1.8.8
posterius,"later, at a later day",posterius,Adverb,15,1.8.8
subitus –a –um,having come up suddenly; unexpected,subitus,Adjective,12,1.8.8
largitio largitionis f.,largesse,largitio,Noun,2,1.8.8
paenitentia –ae f.,"repentance, penitence",paenitentia,Noun,9,1.8.8
caveo cavere cavi cautus,to beware,caveo,Verb,10,1.8.8
nascor nasci natus sum,"to be born, come into being",nascor,Verb,25,1.8.8
exercitatio –onis f.,training,exercitatio,Noun,5,1.8.8
pecunia pecuniae f.,money,pecunia,Noun,34,1.8.8
custodia custodiae f.,"custody, protection, prisoner",custodia,Noun,5,1.8.9
natura naturae f.,nature,natura,Noun,31,1.8.9
restringo –ingere –inxi –ictum,"to tie back, restrain with bonds",restringo,Verb,3,1.8.9
multum,"much, a lot",multum,Adverb,52,1.8.9
pensito –are,"to weigh out, pay, consider",pensito,Verb,5,1.8.9
liberalitas liberalitatis f.,generosity,liberalitas,Noun,14,1.8.9
communis communis commune,"common, general",communis,Adjective,25,1.8.9
avaritia avaritiae f.,greed,avaritia,Noun,6,1.8.9
vinculum vinculi n.,bond,vinculum,Noun,10,1.8.9
eximo eximere exemi exemptus,"to take away, remove",eximo,Verb,13,1.8.9
tanto,by so much,tanto,Adverb,30,1.8.9
laudabilis –e,"praiseworthy, laudable",laudabilis,Adjective,9,1.8.9
