PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
comes comitis m. or f.,companion,comes,Noun,53,2.86
consanguinitas –atis f.,kinship,consanguinitas,Noun,1,2.86
propinquus –a –um,"near, related",propinquus,Adjective,4,2.86
pauper pauperis,poor; humble,pauper,Adjective,6,2.87
incolumis incolumis incolume,uninjured,incolumis,Adjective,9,2.88
vigeo –ere –ui,to flourish,vigeo,Verb,2,2.88
concilium concili(i) n.,union; assembly,concilium,Noun,9,2.89
invidia invidiae f.,"envy, jealousy",invidia,Noun,5,2.90
pellax –acis,leading to error; deceitful,pellax,Adjective,1,2.90
concedo concedere concessi concessus,"to withdraw, allow, concede",concedo,Verb,11,2.91
vita vitae f.,life,vita,Noun,49,2.92
tenebrae tenebrarum f. pl.,darkness,tenebrae,Noun,17,2.92
taceo tacere tacui tacitus,to be silent,taceo,Verb,3,2.94
demens dementis,"mad, raving",demens,Adjective,16,2.94
umquam,ever,umquam,Adverb,11,2.95
remeo remeare remeavi remeatus,to go back,remeo,Verb,2,2.95
ultor –oris m.,"avenger, punisher",ultor,Noun,6,2.96
labes –is f.,falling,labes,Noun,2,2.97
requiesco requiescere requievi requietum,to rest,requiesco,Verb,1,2.100
Calchas –antis m.,Calchas,Calchas,Noun,5,2.100
autem,however; moreover,autem,Conjunction,28,2.101
nequiquam,in vain,nequiquam,Adverb,36,2.101
ingratus –a –um,unpleasant,ingratus,Adjective,5,2.101
revolvo –ere –volvi –volutus,to roll back,revolvo,Verb,11,2.101
satis or sat (comp. satius),enough,satis,Adverb,25,2.103
sumo sumere sumpsi sumptus,"to take up, consume",sumo,Verb,12,2.103
Ithacus –a –um,of Ithaca; Ithacan,Ithacus,Adjective,4,2.104
scitor –ari –atus sum,to seek to know; ascertain; inquire,scitor,Verb,2,2.105
prosequor prosequi prosecutus sum,to follow,prosequor,Verb,8,2.107
pavito pavitare pavitavi pavitatus,to be much agitated; tremble,pavito,Verb,3,2.107
fictus –a –um,feigned,fictus,Adjective,1,2.107
cupio cupere cupii/cupivi cupitus,to desire,cupio,Verb,8,2.108
discedo discedere discessi discessum,"to go away, depart",discedo,Verb,10,2.109
intercludo –ere –clusi –clusus,to close the way; hinder,intercludo,Verb,1,2.111
contexo –ere –ui –tus,to weave together; construct,contexo,Verb,1,2.112
acernus –a –um,of maple,acernus,Adjective,3,2.112
Eurypylus –i m.,Eurypylus,Eurypylus,Noun,1,2.114
oraculum –i n.,"oracle, prophecy",oraculum,Noun,5,2.114
adytum –i n.,the inaccessible,adytum,Noun,9,2.115
reporto reportare reportavi reportatus,to carry back,reporto,Verb,7,2.115
caedo caedere cecidi caesus,"to kill, strike, cut",caedo,Verb,21,2.116
lito litare litavi litatus,to sacrifice auspiciously; atone,lito,Verb,2,2.118
gelidus –a –um,"cold, icy",gelidus,Adjective,19,2.120
tremor –oris m.,trembling; quaking; tremor,tremor,Noun,5,2.121
Apollo –inis m.,Apollo,Apollo,Noun,30,2.121
vates vatis m.,poet,vates,Noun,36,2.122
tumultus tumultus m.,confusion,tumultus,Noun,14,2.122
protraho –ere –traxi –tractus,to draw,protraho,Verb,2,2.123
flagito flagitare flagitavi flagitatum,to demand,flagito,Verb,1,2.124
multi –orum m.,subst.,multi,Noun,8,2.124
venturum –i n.,that which is to come,venturum,Noun,2,2.125
quini –ae –a,5 each,quini,Number,2,2.126
tectus –a –um,covered,tectus,Adjective,2,2.126
recuso recusare recusavi recusatus,to refuse,recuso,Verb,11,2.126
oppono opponere opposui oppositum,to place opposite,oppono,Verb,11,2.127
compositum –i n.,"an agreement, compact",compositum,Noun,1,2.129
rumpo rumpere rupi ruptus,to break,rumpo,Verb,44,2.129
destino destinare destinavi destinatus,"to determine, intend",destino,Verb,1,2.129
adsentio –ire –sensi –sensus,to and,adsentio,Verb,1,2.130
quisque quidque/quicque,"each, every",quisque,Pronoun,32,2.130
exitium existi(i) n.,"destruction, ruin",exitium,Noun,8,2.131
sacrum sacri n.,"a holy thing, (religious) rite",sacrum,Noun,27,2.132
salsus –a –um,"salted, witty",salsus,Adjective,8,2.133
tempus temporis n.,"the side of the forehead, temple",tempus,Noun,31,2.133
vitta vittae f.,ribbon,vitta,Noun,18,2.133
letum leti n.,death,letum,Noun,34,2.134
limosus –a –um,full of mud; miry,limosus,Adjective,1,2.135
lacus lacus m.,"lake, reservoir",lacus,Noun,15,2.135
ulva –ae f.,water–grass,ulva,Noun,2,2.135
delitesco –ere delitui,to hide; lurk,delitesco,Verb,1,2.136
exopto –are –avi –atus,to choose out; wish exceedingly,exopto,Verb,2,2.138
fors (adv. for fors sit),"haply, perchance",fors,Adverb,5,2.139
reposco reposcere,to ask again,reposco,Verb,8,2.139
effugium –ii n.,fleeing away; pl.,effugium,Noun,1,2.140
culpa culpae f.,"fault, blame",culpa,Noun,4,2.140
pio piare piavi piatus,to atone for,pio,Verb,3,2.140
quod,because,quod,Conjunction,18,2.141
verum –i n.,that which is true; truth,verum,Noun,10,2.141
intemeratus –a –um,undefiled; chaste,intemeratus,Adjective,3,2.143
misereor –eri miseritus sum,to pity,misereor,Verb,13,2.143
miseresco –ere,to feel pity,miseresco,Verb,3,2.145
manicae –arum f.,something connected with the hand; a sleeve reaching to the hand; a long sleeve; found only in the pl.,manicae,Noun,2,2.146
ita,"in this way, so",ita,Adverb,24,2.147
obliviscor oblivisci oblitus sum,to forget,obliviscor,Verb,9,2.148
edissero –ere –ui –tus,to state; set forth,edissero,Verb,1,2.149
rogo rogare rogavi rogatus,to ask,rogo,Verb,6,2.149
auctor auctoris m.,founder,auctor,Noun,17,2.150
religio religionis f.,rite; scruple,religio,Noun,10,2.151
violabilis –e,"violable, inviolable",violabilis,Adjective,1,2.154
testor –ari –atus sum,to testify,testor,Verb,17,2.155
ensis ensis m.,sword,ensis,Noun,62,2.155
resolvo –ere –solvi –solutus,to untie,resolvo,Verb,9,2.157
odi odisse,to hate,odi,Verb,7,2.158
tego tegere texi tectus,to cover,tego,Verb,39,2.159
promissum –i n.,promise,promissum,Noun,8,2.160
inventor –oris m.,finder; contriver,inventor,Noun,1,2.164
fatalis fatalis fatale,"fated, fatal",fatalis,Adjective,12,2.165
adgredior (aggredior) aggredi aggressus sum,to approach,adgredior,Verb,9,2.165
avello –ere –velli (vulsi) –vulsus,to pluck,avello,Verb,12,2.165
Palladium –i n.,"Palladium, an image of Pallas",Palladium,Noun,3,2.166
sacer sacra sacrum,holy,sacer,Adjective,47,2.167
effigies –ei or effigia –ae f.,"a portrait, image, effigy",effigies,Noun,7,2.167
virgineus –a –um,"maidenly, of a virgin",virgineus,Adjective,5,2.168
retro,backwards,retro,Adverb,15,2.169
sublabor –lapsus sum,to slip or glide beneath,sublabor,Verb,3,2.169
Tritonius –a –um,Tritonian; an epithet of Pallas,Tritonius,Adjective,4,2.171
monstrum monstri n.,omen; monster,monstrum,Noun,31,2.171
simulacrum simulacri n.,likeness; statue,simulacrum,Noun,7,2.172
sudor sudoris m.,sweat,sudor,Noun,7,2.174
emico emicare emicui emicatus,"to leap, shine",emico,Verb,8,2.175
parma –ae f.,small round shield or buckler,parma,Noun,8,2.175
exscindo –ere –scidi –scissus,to tear out; tear down,exscindo,Verb,6,2.177
remetior remensus sum,to measure again,remetior,Verb,3,2.181
digero –gere –gessi –gestum,"to separate, arrange",digero,Verb,2,2.182
moneo monere monui monitus,"to warn, advise",moneo,Verb,12,2.183
nefas n.,divinely forbidden (indeclinable),nefas,Noun,18,2.184
immensus –a –um,immense,immensus,Adjective,11,2.185
robur roboris n.,"oak, strength",robur,Noun,24,2.186
texo –ere –texui –textus,to weave; to build cunningly; form,texo,Verb,5,2.186
violo violare violavi violatus,to violate,violo,Verb,9,2.189
prius,"earlier, preceding, before; in preference, to, rather",prius,Number,7,2.190
Pelopeus (Pelopeius) –a –um,of Pelops; Pelopeian; Argive; Greek,Pelopeus,Adjective,1,2.193
nepos nepotis m.,grandchild; descendant,nepos,Noun,18,2.194
periurium (peiurium) –i n.,"false oath, lie",periurium,Noun,2,2.195
Larisaeus –a –um,of Larissa (town); Larissaean,Larisaeus,Adjective,2,2.197
domo domare domui domitus,"to subdue, dominate",domo,Verb,4,2.198
decem; decimus –a –um,10; 10th,decem,Number,4,2.198
multo,"by much, greatly",multo,Adverb,1,2.199
tremendus –a –um,to be trembled at; dreadful,tremendus,Adjective,2,2.199
obiicio obiicere obieci obiectus,to throw in the way,obiicio,Verb,14,2.200
improvidus –a –um,not looking before,improvidus,Adjective,1,2.200
sollemnis –e,customary,sollemnis,Adjective,9,2.202
macto mactare mactavi mactatus,"to punish, reward, kill",macto,Verb,13,2.202
tranquillus –a –um,"calm, still",tranquillus,Adjective,2,2.203
horresco –ere –horrui,to become rough; bristle,horresco,Verb,5,2.204
anguis anguis m. or f.,snake,anguis,Noun,12,2.204
iuba –ae f.,the mane of a horse; of a serpent,iuba,Noun,6,2.206
sanguineus –a –um,"bloody, bloodshot",sanguineus,Adjective,10,2.207
ceterus –a –um; often pl. ceteri –ae –a,the other; the rest,ceterus,Adjective,16,2.207
pone,"behind, after (+acc.) ",pone,Preposition,3,2.208
sinuo sinuare sinuavi sinuatus,to make into a fold or folds; to coil,sinuo,Verb,1,2.208
volumen voluminis n.,"book, roll",volumen,Noun,4,2.208
sonitus –us m.,sounding; noise,sonitus,Noun,32,2.209
sufficio sufficere suffeci suffectum,to suffuse,sufficio,Verb,8,2.210
sibilus –a –um,hissing,sibilus,Adjective,2,2.211
lambo –ere –i –itus,to lick,lambo,Verb,5,2.211
lingua linguae f.,tongue; language,lingua,Noun,12,2.211
vibro vibrare vibravi vibratus,to shake,vibro,Verb,6,2.211
diffugio –ere –fugi,to flee apart; run away,diffugio,Verb,6,2.212
visus visus m.,sight,visus,Noun,12,2.212
exsanguis –e,without blood,exsanguis,Adjective,5,2.212
duo duae duo,2,duo,Number,22,2.213
serpens –entis (gen. pl. serpentum) m./f.,creeping thing; snake,serpens,Noun,9,2.214
amplector amplecti amplexus sum,to embrace,amplector,Verb,12,2.214
depascor –pasci –pastus sum,to consume,depascor,Verb,1,2.215
spira –ae f.,fold,spira,Noun,2,2.217
ligo ligare ligavi ligatus,"to tie, bind",ligo,Verb,1,2.217
squameus –a –um,scaly,squameus,Adjective,1,2.218
divello –ere –velli –vulsus,to tear asunder; tear in pieces,divello,Verb,4,2.220
perfundo –ere –fudi –fusus,to pour over or along; wash,perfundo,Verb,12,2.221
sanies –em –e f.,putrid,sanies,Noun,5,2.221
horrendus –a –um,to be shuddered at; dreadful,horrendus,Adjective,20,2.222
mugitus –us m.,lowing; bellowing,mugitus,Noun,2,2.223
saucius –a –um,wounded; afflicted; drunk,saucius,Adjective,8,2.223
securis securis f.,axe,securis,Noun,10,2.224
lapsus –us m.,slipping; gliding,lapsus,Noun,5,2.225
delubrum –i n.,the place for sacrificial cleansings; a shrine,delubrum,Noun,6,2.225
draco –onis m.,dragon or fabulous kind of serpent,draco,Noun,3,2.225
effugio effugere effugi,"to flee, escape",effugio,Verb,12,2.226
Tritonis –idis (–idos) m.,of Lake Triton; (subst.) Pallas or Minerva,Tritonis,Adjective,1,2.226
clipeus –i m. or clipeum –i n.,round shield,clipeus,Noun,50,2.227
tremefacio –ere –feci –factus,to cause to tremble or quake; to shake,tremefacio,Verb,8,2.228
insinuo insinuare insinuavi insinuatus,to embosom; to penetrate,insinuo,Verb,1,2.229
pavor pavoris m.,"fear, trembling",pavor,Noun,5,2.229
expendo –ere –pendi –pensus,to weigh out; (fig.),expendo,Verb,5,2.229
mereo merere merui meritum,"to earn, deserve; serve as a soldier",mereo,Verb,13,2.229
sceleratus –a –um,criminal,sceleratus,Adjective,7,2.231
intorqueo –ere –torsi –tortus,to turn or hurl toward,intorqueo,Verb,8,2.231
conclamo conclamare conclamavi conclamatus,to shout,conclamo,Verb,10,2.233
stuppeus –a –um,made of tow or flax,stuppeus,Adjective,2,2.236
intendo intendere intendi intentus,"to stretch, strain",intendo,Verb,12,2.237
scando scandere scandi scansus,to climb,scando,Verb,2,2.237
puella puellae f.,girl,puella,Noun,2,2.238
funis funis m.,"rope, line",funis,Noun,10,2.239
illabor illabi illapsus sum,glide; fall (onto),illabor,Verb,2,2.240
subsisto –ere –stiti,to stand after; halt,subsisto,Verb,10,2.243
immemor –oris,"unmindful, forgetful",immemor,Adjective,8,2.244
sisto sistere stiti status,to set up,sisto,Verb,15,2.245
Cassandra –ae f.,Cassandra,Cassandra,Noun,7,2.246
iussus iussus m.,"order, command",iussus,Noun,1,2.247
ulterior –ius; ultimus –a –um,farther; farthest,ulterior,Adjective,13,2.248
festus –a –um,"sacred, festive",festus,Adjective,3,2.249
velo velare velavi velatus,to cover,velo,Verb,15,2.249
frons frondis f.,leaf,frons,Noun,18,2.249
involvo –ere –volvi –volutus,to roll on or in; cast upon,involvo,Verb,8,2.251
sopor –oris m.,sleep; sound,sopor,Noun,7,2.253
phalanx phalangis f.,body of troops in compact array; battalion,phalanx,Noun,7,2.254
defendo defendere defendi defensus,"to defend, ward off",defendo,Verb,17,2.257
iniquus –a –um,uneven,iniquus,Adjective,14,2.257
pineus –a –um,"of pine, pine–growing",pineus,Adjective,4,2.258
laxo laxare laxavi laxatus,to spread out,laxo,Verb,7,2.259
patefacio patefacere patefeci patefactum,to reveal,patefacio,Verb,1,2.259
promo –ere –prompsi –promptus,to take,promo,Verb,2,2.260
Thessandrus –i m.,Thessandrus,Thessandrus,Noun,1,2.261
Sthenelus –i m.,Sthenelus,Sthenelus,Noun,2,2.261
Acamas –antis m.,Acamas,Acamas,Noun,1,2.262
Thoas –antis m.,Thoas,Thoas,Noun,2,2.262
Pelides –ae m.,Pelides,Pelides,Noun,4,2.263
Neoptolemus –i m.,Neoptolemus,Neoptolemus,Noun,6,2.263
Machaon –onis m.,Machaon,Machaon,Noun,1,2.263
Menelaus –i m.,Menelaus,Menelaus,Noun,3,2.264
fabricator –oris m.,constructor,fabricator,Noun,1,2.264
Epeos –i m.,Epeius,Epeos,Noun,1,2.264
invado invadere invasi invasum,to go in,invado,Verb,17,2.265
sepelio sepelire sepelii/sepelivi sepultum,to bury,sepelio,Verb,6,2.265
vigil vigilis,"on watch, sleepless",vigil,Adjective,6,2.266
serpo –ere serpsi serptus,to creep,serpo,Verb,2,2.269
fletus fletus m.,weeping,fletus,Noun,10,2.271
bigae –arum f. pl,team of two horses; car or chariot drawn by two horses; car,bigae,Noun,4,2.272
tumeo tumere tumui,"to swell, puff up",tumeo,Verb,6,2.273
ei,woe! alas!,ei,Interjection,3,2.274
quantum,how much,quantum,Adverb,8,2.274
redeo redire redii reditum,to go back,redeo,Verb,13,2.275
exuviae –arum f.,that which has been taken off; a garment,exuviae,Noun,12,2.275
squaleo –ere –ui,to be rough,squaleo,Verb,3,2.277
barba –ae f.,beard,barba,Noun,5,2.277
concresco –ere –crevi –cretus,to grow together; grow thick; stiffen,concresco,Verb,4,2.277
fleo flere flevi fletus,to cry,fleo,Verb,13,2.279
expromo –ere –promsi –promptum,"to bring forth, explain",expromo,Verb,1,2.280
Dardania –ae f.,Dardania,Dardania,Noun,6,2.281
exspecto exspectare exspectavi exspectatus,"to wait for, expect",exspecto,Verb,16,2.283
indignus –a –um,unworthy (of),indignus,Adjective,9,2.285
serenus –a –um,"serene, calm",serenus,Adjective,7,2.285
nihil or nil or nihilo n.,nothing,nihil,Pronoun,23,2.287
culmen –inis n.,top,culmen,Noun,15,2.290
commendo commendare commendavi commendatus,"to entrust, recommend, approve",commendo,Verb,3,2.293
pererro pererrare pererravi pererratus,to wander through or over,pererro,Verb,5,2.295
penetralis –e,innermost,penetralis,Adjective,10,2.297
secretus –a –um,"separated, hidden, secret",secretus,Adjective,8,2.299
obtego –ere –texi –tectus,to cover up or over,obtego,Verb,1,2.300
recedo recedere recessi recessum,to withdraw,recedo,Verb,15,2.300
claresco –ere clarui,to become clear to the ear or eye; grow loud,claresco,Verb,1,2.301
ingruo –ere –ui,to rush into; advance furiously,ingruo,Verb,5,2.301
horror –oris m.,roughening or bristling; (fig.),horror,Noun,7,2.301
ascensus –us m.,climbing or ascending,ascensus,Noun,1,2.303
seges –etis f.,field of grain; standing corn,seges,Noun,6,2.304
incido incidere incidi,to fall in/on,incido,Verb,6,2.305
montanus –a –um,pertaining to the mountains,montanus,Adjective,2,2.305
torrens –ntis m.,"a rushing stream, torrent",torrens,Noun,3,2.305
sata satorum n.,things sown or planted; grain,sata,Noun,3,2.306
bos bovis m.,ox,bos,Noun,14,2.306
praeceps praecipitis,headlong,praeceps,Adjective,26,2.307
manifestus –a –um,"clear, manifest",manifestus,Adjective,6,2.309
patesco –ere –patui,to begin to be open; to be open to view,patesco,Verb,3,2.309
Deiphobus –i m.,Deiphobus,Deiphobus,Noun,5,2.310
Vulcanus –i m.,Vulcan,Vulcanus,Noun,12,2.311
Ucalegon –ontis m.,Ucalegon,Ucalegon,Noun,1,2.312
Sigeus –a –um,pertaining to Sigeum,Sigeus,Adjective,2,2.312
reluceo –ere –luxi,to shine back or again,reluceo,Verb,2,2.312
exorior exoriri exortus sum,"to rise up, proceed",exorior,Verb,8,2.313
clangor –oris m.,clashing sound; braying,clangor,Noun,4,2.313
tuba –ae f.,trumpet,tuba,Noun,9,2.313
amens amentis,"mad, insane",amens,Adjective,13,2.314
ratio rationis f.,method,ratio,Noun,5,2.314
morior mori mortuus sum,to die,morior,Verb,47,2.317
Panthus (Panthous) –i m.,Panthus (Panthous),Panthus,Noun,4,2.318
Othryades –ae m.,Othryades,Othryades,Noun,2,2.319
pre(he)ndo –ere prendi prensum,"to lay hold of, grasp, snatch",prehendo,Verb,8,2.322
ineluctabilis –e,that can not be averted by struggling,ineluctabilis,Adjective,2,2.324
ferus –a –um,"wild, fierce",ferus,Adjective,8,2.326
arduus –a –um,"steep, difficult",arduus,Adjective,28,2.328
armati –orum m.,armed men,armati,Noun,2,2.328
insulto insultare insultavi insultatus,to leap upon (+dat.),insulto,Verb,7,2.330
bipatens –entis,with double doors,bipatens,Adjective,2,2.330
quot,"how many , as many as (indeclinable)",quot,Pronoun,5,2.331
obsideo obsidere obsedi obsessus,to blockade,obsideo,Verb,14,2.332
angustus –a –um,narrow,angustus,Adjective,8,2.332
mucro –onis m.,sharp point or edge,mucro,Noun,16,2.333
proelium proelii n.,battle,proelium,Noun,41,2.334
Erinys –yos f.,Erinys,Erinys,Noun,4,2.337
fremitus –us m.,murmuring,fremitus,Noun,6,2.338
Ripheus –ei m.,Ripheus,Ripheus,Noun,3,2.339
Epytus –i m.,Epytus,Epytus,Noun,1,2.340
Hypanis –is m.,Hypanis,Hypanis,Noun,2,2.340
Dymas –antis m.,Dymas,Dymas,Noun,3,2.340
agglomero agglomerare agglomeravi agglomeratus,to gather,agglomero,Verb,2,2.341
iuvenis iuvene,"youthful, young",iuvenis,Adjective,3,2.341
Coroebus –i m.,Coroebus,Coroebus,Noun,4,2.341
Mygdonides –ae m.,Mygdonides,Mygdonides,Noun,1,2.342
insanus –a –um,insane,insanus,Adjective,6,2.343
gener generi m.,son–in–law,gener,Noun,15,2.344
sponsa –ae f.,one promised as a bride; the betrothed,sponsa,Noun,1,2.345
praeceptum praecepti n.,"precept, rule, instruction",praeceptum,Noun,7,2.345
confertus –a –um,crowded together,confertus,Adjective,1,2.347
cupido cupidinis f.,"desire, craving",cupido,Noun,12,2.349
