PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
candidus –a –um,"shining white, clear, bright",candidus,Adjective,14,1.4.7
vinum vini n. or vinus vini m.,wine,vinum,Noun,6,1.4.7
Atracis –idis f.,Thessalian,Atracis,Noun,1,1.4.8
ambiguus –a –um,"uncertain, doubtful",ambiguus,Adjective,3,1.4.8
traho trahere traxi tractus,to drag,traho,Verb,6,1.4.8
domus domi f.,"house, home",domus,Noun,8,1.4.9
membrum membri n.,limb,membrum,Noun,11,1.4.9
cohaereo –haerere –haesi –haesum,"to cling to, adhere to",cohaereo,Verb,2,1.4.9
a ab abs,"from, by",a,Preposition,43,1.4.10
tamen,"nevertheless, however",tamen,Adverb,58,1.4.11
cognosco cognoscere cognovi cognitus,"to learn, understand, inquire",cognosco,Verb,7,1.4.11
Eurus –i m.,Southwest wind,Eurus,Noun,4,1.4.11
tepidus –a –um,"warm, tepid",tepidus,Adjective,5,1.4.12
verbum verbi n.,word,verbum,Noun,33,1.4.12
Notus –i m.,the south wind,Notus,Noun,8,1.4.12
venio venire veni ventum,to come,venio,Verb,48,1.4.13
antequam,before,antequam,Conjunction,1,1.4.13
ante,"before, in front of (adv. and prep. +acc.)",ante,Preposition,27,1.4.13
ago agere egi actus,"to drive, do, act, concern oneself with",ago,Verb,15,1.4.14
sed,but,sed,Conjunction,56,1.4.14
torum –i n. (also torus –i m.),"bed, couch, cushion; swelling",torum,Noun,21,1.4.15
vultus vultus m.,expression,vultus,Noun,22,1.4.15
modestus –a –um,"modest, restrained",modestus,Adjective,4,1.4.15
accumbo –cumbere –cubui –cubitum,to lie down,accumbo,Verb,1,1.4.16
clam,secretly,clam,Adverb,3,1.4.16
specto spectare spectavi spectatus,to look at,specto,Verb,14,1.4.17
nutus –us m.,"nod, will",nutus,Noun,3,1.4.17
loquax –acis,"talkative, chirping",loquax,Adjective,2,1.4.17
excipio excipere excepi exceptus,"to receive, take",excipio,Verb,3,1.4.18
furtivus –a –um,"secret, furtive",furtivus,Adjective,5,1.4.18
refero referre rettuli relatus,to bring back,refero,Verb,12,1.4.18
nota notae f.,"mark, note",nota,Noun,10,1.4.18
supercilium –i n.,"eyebrow, ridge",supercilium,Noun,3,1.4.19
loquor loqui locutus sum,to speak,loquor,Verb,12,1.4.19
digitus digiti m.,finger,digitus,Noun,15,1.4.20
noto notare notavi notatus,"to mark, sign, censure",noto,Verb,8,1.4.20
merum –i n.,wine; wine unmixed with water,merum,Noun,5,1.4.20
succurro –currere –curri –cursurum,to come to mind,succurro,Verb,1,1.4.21
venus veneris f.,charm,venus,Noun,8,1.4.21
lascivia –ae f.,"playfulness; wantonness, licentiousness",lascivia,Noun,2,1.4.21
tener tenera tenerum,tender,tener,Adjective,29,1.4.22
pollex –icis m.,"thumb, big toe",pollex,Noun,3,1.4.22
gena –ae f.,cheek,gena,Noun,11,1.4.22
tacitus –a –um,silent,tacitus,Adjective,8,1.4.23
pendeo pendere pependi,to hang,pendeo,Verb,6,1.4.24
exter extera exterum,"outward, foreign",exter,Adjective,3,1.4.24
mollis molle,"yielding, gentle",mollis,Adjective,10,1.4.24
auris auris f.,ear,auris,Noun,5,1.4.24
lux lucis f.,daylight,lux,Noun,8,1.4.25
ve,or (postpositive enclitic),ve,Conjunction,10,1.4.25
anulus –i m.,ring,anulus,Noun,4,1.4.26
usque,continuously,usque,Adverb,10,1.4.26
mensa mensae f.,table,mensa,Noun,5,1.4.27
opto optare optavi optatus,to desire; choose,opto,Verb,11,1.4.28
merito,deservedly,merito,Adverb,4,1.4.28
malum mali n.,"evil, calamity",malum,Noun,3,1.4.28
misceo miscere miscui mixtus,"to mix, mingle",misceo,Verb,6,1.4.29
sapio sapere sapivi,to discern; taste of; be intelligent,sapio,Verb,5,1.4.29
bibo bibere bibi,to drink,bibo,Verb,9,1.4.29
iubeo iubere iussi iussus,to order,iubeo,Verb,21,1.4.29
leviter,"lightly, slightly",leviter,Adverb,2,1.4.30
posco poscere poposci,to demand,posco,Verb,11,1.4.30
reddo reddere reddidi redditus,to return,reddo,Verb,10,1.4.31
poculum poculi n.,drinking–cup,poculum,Noun,2,1.4.31
sumo sumere sumpsi sumptus,"to take up, consume",sumo,Verb,9,1.4.31
forte,by chance,forte,Adverb,4,1.4.33
praegusto praegustare praegustavi praegustatus,to taste before,praegusto,Verb,1,1.4.33
reicio reicere reieci reiectum,to throw back,reicio,Verb,1,1.4.34
libo libare libavi libatus,"to pour, taste",libo,Verb,1,1.4.34
cibus cibi m.,food,cibus,Noun,4,1.4.34
indignus –a –um,unworthy (of),indignus,Adjective,7,1.4.35
sino sinere sivi situs,to allow,sino,Verb,9,1.4.35
lacertus –i m.,"the arm, esp. the upper arm",lacertus,Noun,9,1.4.35
mitis mite,mild; ripe,mitis,Adjective,3,1.4.36
rigidus –a –um,"hard, rigid, strict",rigidus,Adjective,8,1.4.36
caput capitis n.,head,caput,Noun,16,1.4.36
admitto admittere admisi admissus,"to send to, admit",admitto,Verb,9,1.4.37
habilis –e,suited,habilis,Adjective,5,1.4.37
papilla –ae f.,"nipple, breast",papilla,Noun,3,1.4.37
osculum –i n.,kiss,osculum,Noun,17,1.4.38
praecipue,"especially, particularly",praecipue,Adverb,2,1.4.38
manifestus –a –um,"clear, manifest",manifestus,Adjective,2,1.4.39
amator –oris m.,lover,amator,Noun,8,1.4.39
celo celare celavi celatus,to hide,celo,Verb,5,1.4.41
caecus –a –um,blind,caecus,Adjective,5,1.4.42
timor timoris m.,fear,timor,Noun,5,1.4.42
femur –oris n. (rarely femen –inis n.),thigh,femur,Noun,8,1.4.43
committo committere commisi commissus,"to join, entrust",committo,Verb,3,1.4.43
crus –uris n.,"shin, leg",crus,Noun,7,1.4.43
timeo timere timui,to fear,timeo,Verb,22,1.4.45
quia,because,quia,Conjunction,8,1.4.45
protervus –a –um,"bold, impudent",protervus,Adjective,2,1.4.45
exemplum exempli n.,"sample, example",exemplum,Noun,3,1.4.46
metus metus m.,"fear, dread, anxiety",metus,Noun,9,1.4.46
torqueo torquere torsi tortum,to twist,torqueo,Verb,6,1.4.46
saepe,often,saepe,Adverb,38,1.4.47
domina dominae f.,mistress,domina,Noun,43,1.4.47
propero properare properavi properatus,to hasten,propero,Verb,8,1.4.47
vestis vestis f.,clothing,vestis,Noun,13,1.4.48
sub,under,sub,Preposition,18,1.4.48
dulcis dulce,sweet,dulcis,Adjective,9,1.4.48
ne,not; in order that…not; that…not; that,ne,Conjunction,24,1.4.49
conscius –a –um,conscious,conscius,Adjective,8,1.4.50
desum deesse defui,to be lacking,desum,Verb,5,1.4.51
furtim,stealthily,furtim,Adverb,3,1.4.52
addo addere addidi additus,to give to,addo,Verb,8,1.4.52
compono componere composui compositus,"to build, arrange, bury, calm down",compono,Verb,6,1.4.53
iaceo iacere iacui,to lie,iaceo,Verb,25,1.4.53
consilium consilii n.,plan; council,consilium,Noun,1,1.4.54
res rei f.,"matter, business, affair, thing",res,Noun,7,1.4.54
locus loci m. or loca locorum n. pl.,"place, region",locus,Noun,18,1.4.54
abeo abire abii abitum,to go away,abeo,Verb,10,1.4.55
medius –a –um,"middle, in the middle, in half",medius,Adjective,22,1.4.56
memor memoris,remembering,memor,Adjective,4,1.4.56
agmen agminis n.,line of march,agmen,Noun,6,1.4.56
invenio invenire inveni inventus,"to find, discover",invenio,Verb,5,1.4.57
ibi,there; then,ibi,Adverb,1,1.4.58
moneo monere monui monitus,"to warn, advise",moneo,Verb,3,1.4.59
prosum prodesse profui profuturus,to be useful,prosum,Verb,12,1.4.59
hora horae f.,hour,hora,Noun,3,1.4.59
separo separare separavi separatum,to separate,separo,Verb,2,1.4.60
includo includere inclusi inclusus,to enclose,includo,Verb,2,1.4.61
lacrima lacrimae f.,tear,lacrima,Noun,15,1.4.61
maestus –a –um,"sad, depressing",maestus,Adjective,6,1.4.61
oborior –oriri –ortus sum,"to arise, appear",oborior,Verb,1,1.4.61
qua,where; how; anyhow; anywhere,qua,Adverb,10,1.4.62
licet licere licuit/licitum est,it is permitted; (+ subj.) although,licet,Verb,25,1.4.62
prosequor prosequi prosecutus sum,to follow,prosequor,Verb,1,1.4.62
foris foris f.,door,foris,Noun,18,1.4.62
cogo cogere coegi coactus,to drive together; compel,cogo,Verb,13,1.4.64
verum,but indeed,verum,Conjunction,2,1.4.65
similis simile,similar,similis,Adjective,3,1.4.65
taceo tacere tacui tacitus,to be silent,taceo,Verb,6,1.4.66
malignus –a –um,"malignant, wicked, malicious, grudging",malignus,Adjective,1,1.4.66
votum voti n.,vow,votum,Noun,20,1.4.67
certo or certe (certius),"without doubt, certainly",certo,Adverb,9,1.4.68
inde,"from there, from then",inde,Adverb,7,1.4.68
quicumque quaecumque quodcumque,whoever,quicumque,Pronoun,11,1.4.69
fortuna fortunae f.,"fortune, chance",fortuna,Noun,4,1.4.69
cras,tomorrow,cras,Adverb,1,1.4.70
constans constantis,"constant, steady",constans,Adjective,1,1.4.70
nego negare negavi negatus,"to deny, refuse",nego,Verb,18,1.4.70
aestus aestus m.,"heat; wave, tide",aestus,Noun,6,1.5.1
dies diei m. or f.,day,dies,Noun,15,1.5.1
exigo exigere exegi exactus,"to drive out; collect; achieve, complete",exigo,Verb,5,1.5.1
levo levare levavi levatus,to raise; make light,levo,Verb,1,1.5.2
adaperio –aperire –aperui –apertum,to open fully,adaperio,Verb,2,1.5.3
claudo (cludo or clodo) claudere clausi clausus ,to close,claudo,Verb,9,1.5.3
fenestra –ae f.,window,fenestra,Noun,1,1.5.3
qualis quale,what sort,qualis,Pronoun,17,1.5.4
fere,almost,fere,Adverb,2,1.5.4
lumen luminis n.,light,lumen,Noun,4,1.5.4
soleo solere solitus sum,to be accustomed,soleo,Verb,3,1.5.4
subluceo –lucere,"to shine faintly, glimmer, gleam",subluceo,Verb,1,1.5.5
fugio fugere fugi fugitus,"to flee, escape",fugio,Verb,14,1.5.5
crepusculum –i n.,"evening, twilight",crepusculum,Noun,1,1.5.5
ubi,"where, when",ubi,Adverb,8,1.5.6
orior oriri ortus sum,"to rise, be born",orior,Verb,3,1.5.6
verecundus –a –um,"bashful, modest, shy",verecundus,Adjective,1,1.5.7
timidus –a– um,"hesitant, cowardly, timid",timidus,Adjective,4,1.5.8
latebra –ae f.,"hiding place, concealment",latebra,Noun,2,1.5.8
spero sperare speravi speratus,to hope,spero,Verb,4,1.5.8
ecce,behold!,ecce,Interjection,12,1.5.9
Corinna –ae f.,Corinna,Corinna,Noun,14,1.5.9
tunica tunicae f.,tunic,tunica,Noun,10,1.5.9
velo velare velavi velatus,to cover,velo,Verb,5,1.5.9
recingo recingere recinctus,to loosen,recingo,Verb,1,1.5.9
dividuus –a –um,divided,dividuus,Adjective,2,1.5.10
tego tegere texi tectus,to cover,tego,Verb,10,1.5.10
qualiter,just as,qualiter,Adverb,2,1.5.11
thalamus –i m.,marriage bed; bedchamber,thalamus,Noun,3,1.5.11
formosus (formonsus) –a –um,beautiful,formosus,Adjective,22,1.5.11
Semiramis (Sameramis) –is (– idis) f.,Semiramis (name),Semiramis,Noun,1,1.5.11
Lais –idis or –idos f.,Lais,Lais,Noun,1,1.5.12
deripio –ripere –ripui –reptum,"to snatch away, tear down",deripio,Verb,3,1.5.13
multum,"much, a lot",multum,Adverb,5,1.5.13
rarus –a –um,"loose, thin",rarus,Adjective,7,1.5.13
pugno pugnare pugnavi pugnatum,to fight,pugno,Verb,5,1.5.14
ita,"in this way, so",ita,Adverb,4,1.5.15
tamquam,just as,tamquam,Adverb,3,1.5.15
nolo nolle nolui,to be unwilling (+ inf.),nolo,Verb,4,1.5.15
aeger aegra aegrum,sick,aeger,Adjective,5,1.5.16
proditio –onis f.,"betrayal, abandonment (of a cause)",proditio,Noun,1,1.5.16
oculus oculi m.,eye,oculus,Noun,25,1.5.17
velamen –inis n.,"covering, garment",velamen,Noun,1,1.5.17
nusquam,nowhere,nusquam,Adverb,3,1.5.18
menda –ae f.,"fault, defect, blemish",menda,Noun,1,1.5.18
umerus umeri m.,"the upper arm, shoulder",umerus,Noun,4,1.5.19
forma formae f.,shape; beauty,forma,Noun,15,1.5.20
castigatus –a –um,"checked, restrained",castigatus,Adjective,1,1.5.21
planus –a –um,"level, flat",planus,Adjective,1,1.5.21
venter ventris m.,"stomach, belly",venter,Noun,4,1.5.21
quantus –a –um,how great,quantus,Adjective,4,1.5.22
latus lateris n.,"side, flank, strength",latus,Noun,13,1.5.22
iuvenalis (iuvenilis) –e,youthful,iuvenalis,Adjective,2,1.5.22
singuli –ae –a,separate,singuli,Number,2,1.5.23
laudabilis –e,"praiseworthy, laudable",laudabilis,Adjective,1,1.5.23
ceterus –a –um,the other,ceterus,Adjective,4,1.5.25
nescio nescire nescivi/nescii nescitus,to not know,nescio,Verb,3,1.5.25
requiesco requiescere requievi requietum,to rest,requiesco,Verb,4,1.5.25
ambo ambae ambo,both,ambo,Number,5,1.5.25
ianitor –oris m.,door–keeper,ianitor,Noun,2,1.6.1
religo religare religavi religatus,"to tie up, bind fast",religo,Verb,1,1.6.1
catena –ae f.,"chain, fetter",catena,Noun,6,1.6.1
difficilis difficile,difficult,difficilis,Adjective,3,1.6.2
cardo –inis m.,hinge,cardo,Noun,2,1.6.2
pando pandere pandi passus,"to spread out, explain",pando,Verb,3,1.6.2
exiguus –a –um,"small, little",exiguus,Adjective,7,1.6.3
aditus aditus m.,an approach; entryway,aditus,Noun,1,1.6.3
ianua ianuae f.,door,ianua,Noun,10,1.6.3
parvus –a –um / minor –us / minimus –a –um,small,parvus,Adjective,17,1.6.3
obliquus –a –um,"slanting, indirect, covert",obliquus,Adjective,2,1.6.4
semiadapertus –a –um,half–open,semiadapertus,Adjective,1,1.6.4
tenuo tenuare tenuavi tenuatus,"to make thin, make fine",tenuo,Verb,1,1.6.5
subduco –ducere –duxi –ductum,"to draw up, raise; remove, take away",subduco,Verb,3,1.6.6
excubiae –arum f. pl.,"the keeping of a watch, a watch",excubiae,Noun,1,1.6.7
custos custodis m.,guardian,custos,Noun,12,1.6.7
leniter lenius (comp.) lenissime (superl.),"gently, mildly",leniter,Adverb,1,1.6.7
monstro monstrare monstravi monstratus,"to show, point out",monstro,Verb,1,1.6.8
inoffensus –a –um,unhindered,inoffensus,Adjective,1,1.6.8
dirigo (derigo) –ere –rexi –rectus,to lay straight,dirigo,Verb,1,1.6.8
quondam,"formerly, at times, sometimes",quondam,Adverb,5,1.6.9
simulacrum simulacri n.,likeness; statue,simulacrum,Noun,1,1.6.9
vanus –a –um,empty,vanus,Adjective,3,1.6.9
tenebrae tenebrarum f. pl.,darkness,tenebrae,Noun,2,1.6.10
aio,"to say, affirm, say yes",aio,Verb,4,1.6.12
mora morae f.,delay,mora,Noun,9,1.6.13
umbra umbrae f.,shadow,umbra,Noun,12,1.6.13
volo volare volavi volatus,to fly,volo,Verb,1,1.6.13
stringo stringere strinxi strictum,"to draw tight, bind fast; draw (from a scabbard, etc.)",stringo,Verb,5,1.6.14
fatum –i n. or fatus –i m.,"destiny, fate",fatum,Noun,8,1.6.14
lentus –a –um,"flexible, sticky, slow",lentus,Adjective,8,1.6.15
blandior blandiri blanditus sum,"to flatter, charm",blandior,Verb,3,1.6.15
fulmen fulminis n.,"lightening, thunderbolt",fulmen,Noun,6,1.6.16
immitis –e,"hard, harsh, cruel",immitis,Adjective,1,1.6.17
claustrum –i n.,"bolt, bar",claustrum,Noun,1,1.6.17
relaxo relaxare relaxavi relaxatus,"to loosen, open",relaxo,Verb,1,1.6.17
udus –a –um,"wet, damp",udus,Adjective,3,1.6.18
pro,"on behalf of, for, instead of, in accordance with (+ abl.)",pro,Preposition,28,1.6.20
tremo tremere tremui,to tremble,tremo,Verb,4,1.6.20
gratia gratiae f.,"favor, influence, gratitude",gratia,Noun,6,1.6.21
heu,alas! oh!,heu,Interjection,5,1.6.22
facinus facinoris n.,"deed, crime",facinus,Noun,1,1.6.22
nunc,now,nunc,Adverb,39,1.6.22
vicis vicis f.,"turn, change, succession",vicis,Noun,1,1.6.23
meritum meriti n.,"punishment, reward",meritum,Noun,5,1.6.23
gratus –a –um,pleasant; grateful,gratus,Adjective,9,1.6.23
tempus temporis n.,time,tempus,Noun,26,1.6.24
excutio excutere excussi excussum,to shake off,excutio,Verb,8,1.6.24
postis –is m.,doorjamb; door,postis,Noun,11,1.6.24
sera –ae f.,"bar, bolt",sera,Noun,7,1.6.24
umquam,ever,umquam,Adverb,4,1.6.25
relevo relevare relevavi relevatus,"to lighten, relieve",relevo,Verb,1,1.6.25
perpetuo,"constantly, uninterruptedly",perpetuo,Adverb,1,1.6.26
servus –a –um,"of slavery, servile",servus,Adjective,1,1.6.26
aqua aquae f.,water,aqua,Noun,43,1.6.26
oro orare oravi oratus,"to pray, plead",oro,Verb,2,1.6.27
nequiquam,in vain,nequiquam,Adverb,1,1.6.27
robur roboris n.,"oak, strength",robur,Noun,2,1.6.28
fulcio fulcire fulsi fultum,"to strengthen, fortify, reinforce",fulcio,Verb,1,1.6.28
rigeo –ere,"to be stiff, stiffen",rigeo,Verb,1,1.6.28
urbs urbis f.,city,urbs,Noun,11,1.6.29
obsideo obsidere obsedi obsessus,to blockade,obsideo,Verb,3,1.6.29
munimen –inis n.,"protection, defense, fortification",munimen,Noun,1,1.6.29
porta portae f.,gate,porta,Noun,2,1.6.29
hostis hostis m.,(public) enemy,hostis,Noun,11,1.6.31
excludo excludere exclusi exclusus,"to shut out, exclude; leave uncovered",excludo,Verb,2,1.6.31
amans –antis,"loving, fond; (subst.) a lover",amans,Adjective,20,1.6.31
como –are –avi –atum,to be covered with hair or foliage,como,Verb,2,1.6.33
solus –a –um,"alone, only",solus,Adjective,19,1.6.34
adsum adesse adfui adfuturus,to be present,adsum,Verb,13,1.6.34
cupio cupere cupii/cupivi cupitus,to desire,cupio,Verb,13,1.6.35
dimitto dimittere dimisi dimissus,to send away,dimitto,Verb,1,1.6.35
vel,or,vel,Conjunction,9,1.6.36
divido dividere divisi divisus,"to divide, separate",divido,Verb,1,1.6.36
modicus modica modicum,"moderate, modest, temperate",modicus,Adjective,1,1.6.37
circa,around (adv. and prep. +acc.),circa,Preposition,2,1.6.37
madidus –a –um,"moist, wet; drunk",madidus,Adjective,5,1.6.38
labor labi lapsus sum,"to glide, slip (down)",labor,Verb,8,1.6.38
corona coronae f.,garland; crown,corona,Noun,3,1.6.38
obvius obvia obvium,in the way,obvius,Adjective,2,1.6.39
male,badly,male,Adverb,14,1.6.41
ventus venti m.,wind,ventus,Noun,13,1.6.42
repello repellere reppuli repulsum,to drive back,repello,Verb,7,1.6.42
memini meminisse,"to remember, recollect",memini,Verb,9,1.6.43
primum,first,primum,Number,4,1.6.43
pervigil –ilis,"keeping watch all night, awake",pervigil,Adjective,1,1.6.44
sidus sideris n.,star,sidus,Noun,11,1.6.44
forsan or fortisan,perhaps,forsan,Adverb,6,1.6.45
et(iam),"even, also",et,Adverb,16,1.6.45
amica amicae f.,female friend,amica,Noun,8,1.6.45
sors sortis f.,fate,sors,Noun,5,1.6.46
dummodo,provided that,dummodo,Conjunction,2,1.6.47
transeo transire transivi/transii transitus,to go across,transeo,Verb,4,1.6.47
fallo fallere fefelli falsus,to deceive,fallo,Verb,15,1.6.49
verto vertere verti versus,to turn,verto,Verb,8,1.6.49
sono sonare sonui sonitum,to sound,sono,Verb,3,1.6.49
raucus –a –um,"harsh–sounding, noisy",raucus,Adjective,3,1.6.50
signum signi n.,"mark, impression, sign",signum,Noun,13,1.6.50
impello impellere impuli impulsum,to strike against,impello,Verb,3,1.6.51
animosus –a –um,"courageous, bold",animosus,Adjective,4,1.6.51
ei,woe! alas!,ei,Interjection,6,1.6.52
spes spei f.,hope,spes,Noun,4,1.6.52
aura aurae f.,breeze,aura,Noun,8,1.6.52
satis or sat (comp. satius),enough,satis,Adverb,15,1.6.53
rapio rapere rapui raptus,"to seize, carry off",rapio,Verb,18,1.6.53
Boreas –ae m.,the god of the North Wind,Boreas,Noun,2,1.6.53
Orithyia –ae f.,Orithyia,Orithyia,Noun,1,1.6.53
huc,"to here, hither",huc,Adverb,12,1.6.54
surdus –a –um,deaf,surdus,Adjective,5,1.6.54
flamen –inis n.,"gust, blast (of wind)",flamen,Noun,1,1.6.54
tundo tundere tutudi tunsus,to beat,tundo,Verb,2,1.6.54
sileo silere silui,to be silent,sileo,Verb,3,1.6.55
vitreus –a –um,"glassy, made of glass",vitreus,Adjective,1,1.6.55
madeo –ere,"to be wet, be damp",madeo,Verb,1,1.6.55
ros roris m.,dew,ros,Noun,1,1.6.55
ferrum ferri n.,iron,ferrum,Noun,7,1.6.57
sustineo sustinere sustinui sustentus,"to sustain, be able to, endure",sustineo,Verb,13,1.6.58
tectum –i n.,roof,tectum,Noun,3,1.6.58
superbus –a –um,arrogant,superbus,Adjective,3,1.6.58
peto petere petii/petivi petitus,"to seek, go towards",peto,Verb,19,1.6.58
moderabilis –e,controllable,moderabilis,Adjective,1,1.6.59
suadeo suadere suasi suasus,to recommend,suadeo,Verb,1,1.6.59
vaco vacare vacavi vacatus,to be empty,vaco,Verb,5,1.6.60
Liber Liberi m.,Bacchus; Dionysus,Liber,Noun,2,1.6.60
consumo consumere consumpsi consumptus,"to use up, consume",consumo,Verb,2,1.6.61
minae –arum f. pl.,threats; battlements,minae,Noun,2,1.6.61
o,O,o,Interjection,15,1.6.62
servo servare servavi servatus,to save,servo,Verb,19,1.6.63
limen liminis n.,threshold,limen,Noun,9,1.6.64
sollicitus –a –um,worried,sollicitus,Adjective,5,1.6.64
carcer carceris m.,jail,carcer,Noun,6,1.6.64
pruinosus –a –um,"full of frost, frosty",pruinosus,Adjective,3,1.6.65
molior moliri molitus,"to work at, devise",molior,Verb,4,1.6.65
Lucifer –feri m.,Lucifer; the morning–star,Lucifer,Noun,2,1.6.65
axis axis m.,axle; sky,axis,Noun,4,1.6.65
excito excitare excitavi excitatus,"to stir up, arouse, put into motion",excito,Verb,1,1.6.66
detraho –ere –traxi –tractum,to take away from,detraho,Verb,1,1.6.67
proicio –icere ieci –iectum,"to cast forth, throw out, fling to the ground",proicio,Verb,3,1.6.69
mane,in the morning,mane,Adverb,7,1.6.69
absumo absumere absumpsi absumptum,"to reduce, consume",absumo,Verb,2,1.6.70
testis testis m.,witness,testis,Noun,9,1.6.70
qualiscumque qualecumque,"whatever kind, whatever sort",qualiscumque,Pronoun,1,1.6.71
honor or honos honoris m. ,honor; office,honor,Noun,5,1.6.71
turpis turpe,ugly,turpis,Adjective,18,1.6.72
vos vestrum/vestri,you (plural),vos,Pronoun,18,1.6.73
crudelis crudele,"unfeeling, cruel",crudelis,Adjective,2,1.6.73
conserva –ae f. or conservus –i m.,fellow–slave,conserva,Noun,1,1.6.74
lignum ligni n.,firewood,lignum,Noun,3,1.6.74
mereo merere merui meritum,"to earn, deserve; serve as a soldier",mereo,Verb,8,1.7.1
amicus –a –um,friendly (+dat.),amicus,Adjective,6,1.7.2
temerarius –a –um,"accidental; thoughtless, impetuous",temerarius,Adjective,3,1.7.3
fleo flere flevi fletus,to cry,fleo,Verb,6,1.7.4
vesanus –a –um,insane,vesanus,Adjective,2,1.7.4
laedo laedere laesi laesus,"to injure by striking, hurt",laedo,Verb,15,1.7.4
carus –a –um,precious,carus,Adjective,4,1.7.5
violo violare violavi violatus,to violate,violo,Verb,1,1.7.5
sanctus –a –um,consecrated,sanctus,Adjective,3,1.7.6
clipeus –i m. or clipeum –i n.,round shield,clipeus,Noun,1,1.7.7
dominus domini m.,master,dominus,Noun,8,1.7.7
septemplex –icis,sevenfold,septemplex,Number,1,1.7.7
Aiax –acis m.,Ajax,Aiax,Noun,1,1.7.7
sterno sternere stravi stratus,to spread,sterno,Verb,3,1.7.8
deprehendo deprehendere deprehendi deprehensus,"to catch, seize, understand",deprehendo,Verb,5,1.7.8
latus –a –um,"broad, wide",latus,Adjective,9,1.7.8
grex gregis m.,"herd, flock",grex,Noun,4,1.7.8
vindex –icis m.,"champion, defender; avenger",vindex,Noun,2,1.7.9
pater patris m.,father; (in pl.) Patricians; Senators,pater,Noun,10,1.7.9
malus –a –um,"bad, evil",malus,Adjective,9,1.7.9
ultor –oris m.,"avenger, punisher",ultor,Noun,2,1.7.9
Orestes –is or –ae m.,Orestes,Orestes,Noun,2,1.7.9
audeo audere ausus sum,to dare,audeo,Verb,7,1.7.10
arcanus –a –um,"secret, mysterious, hidden",arcanus,Adjective,2,1.7.10
telum teli n.,spear; missile weapon,telum,Noun,10,1.7.10
dea deae f.,goddess,dea,Noun,17,1.7.10
digero –gere –gessi –gestum,"to separate, arrange",digero,Verb,2,1.7.11
lanio laniare laniavi laniatus,to lacerate,lanio,Verb,3,1.7.11
dedecet dedecere dedecuit,to it disgraces,dedecet,Verb,2,1.7.12
Schoeneis –idis f.,Atalanta,Schoeneis,Noun,1,1.7.13
Maenalius –a –um,of Maenalus,Maenalius,Adjective,1,1.7.14
sollicito sollicitare sollicitavi sollicitatus,to stir up,sollicito,Verb,6,1.7.14
fera ferae f.,wild animal,fera,Noun,4,1.7.14
periurus –a –um,violating one's oath,periurus,Adjective,4,1.7.15
promissum –i n.,promise,promissum,Noun,2,1.7.15
velum veli n.,"sail, awning",velum,Noun,4,1.7.15
Theseus –i m.,Theseus,Theseus,Noun,1,1.7.15
praeceps praecipitis,headlong,praeceps,Adjective,4,1.7.16
Cressa –ae f.,Cretan woman,Cressa,Noun,1,1.7.16
nisi or ni,if...not; unless,nisi,Conjunction,17,1.7.17
vittatus –a –um,bound up by a fillet,vittatus,Adjective,1,1.7.17
Cassandra –ae f.,Cassandra,Cassandra,Noun,1,1.7.17
procumbo –cumbere –cubui –cubitum,"to fall forwards, sink down, fall prostrate",procumbo,Verb,3,1.7.18
templum templi n.,temple,templum,Noun,4,1.7.18
castus –a –um,pure,castus,Adjective,8,1.7.18
demens dementis,"mad, raving",demens,Adjective,3,1.7.19
barbarus –a –um,"foreign, barbarous, savage",barbarus,Adjective,2,1.7.19
pavidus –a –um,"scared, frightened",pavidus,Adjective,1,1.7.20
lingua linguae f.,tongue; language,lingua,Noun,16,1.7.20
retineo retinere retinui retentus,to hold back,retineo,Verb,4,1.7.20
convicium –i n.,"clamor, abuse, mockery",convicium,Noun,2,1.7.21
reus rei m.,defendant,reus,Noun,4,1.7.22
cado cadere cecidi casum,to fall,cado,Verb,13,1.7.23
utilis utilis utile,useful,utilis,Adjective,4,1.7.24
careo carere carui caritus,to be without,careo,Verb,13,1.7.24
dispendium –i n.,"expenditure, loss",dispendium,Noun,2,1.7.25
vis vis f.,force,vis,Noun,11,1.7.25
caedes caedis f.,killing,caedes,Noun,3,1.7.27
scelus sceleris n.,crime,scelus,Noun,8,1.7.27
ministra –ae f.,"servant, attendant",ministra,Noun,4,1.7.27
debeo debere debui debitus,to owe; ought,debeo,Verb,9,1.7.28
sacrilegus –a –um,"guilty of impiety, sacrilegious",sacrilegus,Adjective,1,1.7.28
pulso pulsare pulsavi pulsatus,to hit,pulso,Verb,4,1.7.29
plebs plebis f.,common people,plebs,Noun,1,1.7.29
Quiris Quiritis m.,Quiris,Quiris,Noun,2,1.7.29
plecto –ere,to beat; punish,plecto,Verb,2,1.7.30
T?dides –ae m.,the son of Tydeus; Diomedes,Tydides,Noun,2,1.7.31
monumentum monumenti n.,"memorial, monument",monumentum,Noun,1,1.7.31
relinquo relinquere reliqui relictus,to abandon,relinquo,Verb,12,1.7.31
percello percellere perculi perculsum,to strike,percello,Verb,2,1.7.32
nocens nocentis,guilty,nocens,Adjective,4,1.7.33
profiteor profiteri professus sum,"to confess, announce",profiteor,Verb,3,1.7.33
laurus –i f.,laurel,laurus,Noun,4,1.7.36
