PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
facilis facile,easy,facilis,Adjective,9,2.2.55
favor favoris m.,goodwill,favor,Noun,3,2.2.56
damno damnare damnavi damnatus,to condemn,damno,Verb,1,2.2.58
ploro,"to lament, mourn",ploro,Verb,2,2.2.59
dispar disparis,dissimilar,dispar,Adjective,1,2.2.61
certamen certaminis n.,"contest, struggle",certamen,Noun,2,2.2.61
ineo inire inii/inivi initus,to enter,ineo,Verb,3,2.2.61
adgredior (aggredior) aggredi aggressus sum,to approach,adgredior,Verb,1,2.2.63
coeo coire coivo/coii coitus,to come together,coeo,Verb,2,2.2.63
toxicum –i n.,poison,toxicum,Noun,1,2.2.64
ensis ensis m.,sword,ensis,Noun,5,2.2.64
mutuus –a –um,"interchangeable,",mutuus,Adjective,3,2.3.2
gaudium gaudi(i) n.,joy,gaudium,Noun,7,2.3.2
genitalis –e ,fruitful,genitalis,Adjective,1,2.3.3
recido –ere –cidi –cisus,to cut away; reduce,recido,Verb,1,2.3.3
obsequium –i n.,"deference, solicitude",obsequium,Noun,2,2.3.5
praetepesco –ere –ui —,to grow warm before,praetepesco,Verb,1,2.3.6
bellicus –a –um,of or pertaining to war,bellicus,Adjective,1,2.3.8
hasta hastae f.,spear,hasta,Noun,3,2.3.8
mas maris,"male, masculine",mas,Noun,2,2.3.9
depono deponere deposui depositus,to put down,depono,Verb,3,2.3.9
virilis virile,manly,virilis,Adjective,1,2.3.9
impleo implere implevi impletus,to fill in/up,impleo,Verb,5,2.3.11
piger pigra pigrum,lazy,piger,Adjective,5,2.3.14
mendosus –a –um,"false, pretend; faulty",mendosus,Adjective,1,2.4.1
delictum –i n.,wrong,delictum,Noun,2,2.4.3
studeo studere studui,to be eager,studeo,Verb,2,2.4.6
rego regere rexi rectus,to rule,rego,Verb,2,2.4.7
puppis puppis f.,stern of a ship,puppis,Noun,4,2.4.8
invito invitare invitavi invitatus,to invite,invito,Verb,2,2.4.9
insidiae insidiarum f. pl.,ambush,insidiae,Noun,2,2.4.12
procax –acis,"bold, insolent",procax,Adjective,1,2.4.13
rusticus –a –um,rural,rusticus,Adjective,8,2.4.13
mobilis –e,"movable, loose",mobilis,Adjective,2,2.4.14
imitor imitari imitatus sum,to imitate,imitor,Verb,2,2.4.15
altum alti n.,deep sea; height,altum,Noun,2,2.4.16
doto dotare dotavi dotatus,to endow,doto,Verb,1,2.4.17
Callimachus –i m. ,Callimachus (name),Callimachus,Noun,1,2.4.19
prae,"before (+ abl.), in the face of, in view of",prae,Adverb,3,2.4.19
culpo culpare culpavi culpatus,"to blame, censure",culpo,Verb,4,2.4.21
incedo incedere incessi incessus,"to go, happen; proceed; walk (in a stately manner)",incedo,Verb,1,2.4.23
flecto flectere flexi flexus,to bend,flecto,Verb,1,2.4.25
querulus –a –um ,querulous,querulus,Adjective,1,2.4.27
percurro –ere –cucurri (–curri) –cursus,to run through or over,percurro,Verb,1,2.4.27
chorda (corda) –ae f.,"a string, rope",chorda,Noun,1,2.4.27
gestus –us m.,"posture, gesture, action",gestus,Noun,1,2.4.29
numerosus –a –um,numerous,numerosus,Adjective,1,2.4.29
illic or illi,there,illic,Adverb,9,2.4.32
Hippolytus –i m.,Hippolytus,Hippolytus,Noun,4,2.4.32
Priapus –i m.,Priapus (god),Priapus,Noun,1,2.4.32
herois –idis f. (dat. heroisin),heroine,herois,Noun,1,2.4.33
aequo aequare aequavi aequatus,"to make level, equalize",aequo,Verb,1,2.4.33
brevitas –atis f.,shortness,brevitas,Noun,1,2.4.35
corrumpo corrumpere corrupi corruptus,"to destroy, ruin",corrumpo,Verb,4,2.4.35
brevis breve,"short, brief",brevis,Adjective,4,2.4.36
accedo accedere accessi accessum,"to approach, be added, be included",accedo,Verb,3,2.4.37
exhibeo exhibere exhibui exhibitum ,to produce,exhibeo,Verb,2,2.4.38
fuscus –a –um,"dark, dusky",fuscus,Adjective,2,2.4.40
pullus –a –um,dark-colored,pullus,Adjective,1,2.4.41
cervix cervicis f.,neck,cervix,Noun,2,2.4.41
croceus –a –um,"of saffron, saffron–colored",croceus,Adjective,1,2.4.43
historia –ae f.,"a narrative of past events, history",historia,Noun,1,2.4.44
serus –a –um,(too) late,serus,Adjective,4,2.4.45
species speciei f.,"appearance, image; specter",species,Noun,3,2.4.46
totiens,so often,totiens,Adverb,6,2.5.2
pecco peccare peccavi peccatus,to commit a wrong; injure,pecco,Verb,10,2.5.3
recordor recordari recordatus sum,to remember,recordor,Verb,2,2.5.3
nudo nudare nudavi nudatus,"to bare, strip",nudo,Verb,1,2.5.5
factum facti n.,deed,factum,Noun,7,2.5.5
utinam,introduces an Optative subjunctive,utinam,Adverb,6,2.5.7
quare,why; therefore,quare,Adverb,1,2.5.8
faveo favere favi fautus,to favor,faveo,Verb,8,2.5.11
palma palmae f.,"hand, palm",palma,Noun,4,2.5.12
cruentus –a –um,"bloody, blood–stained",cruentus,Adjective,2,2.5.12
rea –ae f.,a defendant; the accused,rea,Noun,1,2.5.12
dormio dormire dormivi dormitum,to sleep,dormio,Verb,2,2.5.13
conscribo conscribere conscripsi conscriptus,"to enroll, write",conscribo,Verb,1,2.5.17
frequens frequentis,often,frequens,Adjective,1,2.5.21
compositus –a –um ,well-ordered,compositus,Adjective,1,2.5.22
vero,certainly,vero,Adverb,1,2.5.23
liqueo liquere licui/liqui,to be fluid,liqueo,Verb,2,2.5.24
frater fratris m.,brother,frater,Noun,4,2.5.25
germanus –a –um,"having the same parents, true, real",germanus,Adjective,1,2.5.25
cupidus –a –um,desirous,cupidus,Adjective,2,2.5.26
Diana –ae f.,Diana (goddess),Diana,Noun,2,2.5.27
exclamo exclamare exclamavi exclamatus,to exclaim,exclamo,Verb,1,2.5.29
defero deferre detuli delatus,"to carry away; report, confer",defero,Verb,1,2.5.29
communis communis commune,"common, general",communis,Adjective,1,2.5.31
bonum –i n.,good thing; good; blessing,bonum,Noun,3,2.5.32
tertius –a –um,3rd,tertius,Number,3,2.5.32
subrubeo –ere,to be a little red,subrubeo,Verb,1,2.5.36
lilium –ii n.,lily,lilium,Noun,1,2.5.37
flavesco flavescere — — ,to become golden/yellow,flavesco,Verb,1,2.5.39
Maeonis –idis f.,a Maeonian woman,Maeonis,Noun,1,2.5.40
Assyrius –a –um,Assyrian,Assyrius,Adjective,1,2.5.40
ebur –oris n.,ivory,ebur,Noun,1,2.5.40
decenter,"decently, properly",decenter,Adverb,1,2.5.44
sicut or sicuti,"just as, in as much as",sicut,Adverb,1,2.5.45
impetus impetus m.,attack,impetus,Noun,1,2.5.46
ultro,"furthermore, beyond; voluntarily",ultro,Adverb,2,2.5.49
deterior deterior deterius; deterior –ius; deterrimus –a –um,worse,deterior,Adjective,2,2.5.50
trisulcus –a –um,three–furrowed; three–forked,trisulcus,Adjective,1,2.5.52
addisco addiscere addidici — ,to learn in addition,addisco,Verb,1,2.5.56
psittacus –i m.,parrot,psittacus,Noun,4,2.6.1
imitatrix –icis f.,"an imitator, follower",imitatrix,Noun,1,2.6.1
Indus –a –um,belonging to India; Indian; native american (neo-Latin),Indus,Adjective,1,2.6.1
exsequiae –arum f.,funeral rites,exsequiae,Noun,1,2.6.2
frequenter,"in large numbers, in crowds; often, frequently; generally, widely",frequenter,Adverb,2,2.6.2
pius –a –um,dutiful,pius,Adjective,13,2.6.3
volucris volucris m. or f.,bird,volucris,Noun,3,2.6.3
plango –ere –planxi –planctus,to beat,plango,Verb,2,2.6.3
horridus –a –um,"rough, uncouth",horridus,Adjective,3,2.6.5
resono resonare resonavi resonatus,to resound,resono,Verb,1,2.6.6
tuba –ae f.,trumpet,tuba,Noun,1,2.6.6
Ismaricus (Ismarius) –a –um,of Ismarus; of Thrace,Ismaricus,Adjective,2,2.6.7
Philomela (Philemela) –ae f.,Philomela (name),Philomela,Noun,1,2.6.7
tyrannus tyranni m.,tyrant,tyrannus,Noun,1,2.6.7
expleo explere explevi expletus,"to fill up, fulfil",expleo,Verb,1,2.6.8
querela querelae f.,complaint,querela,Noun,1,2.6.8
deverto devertere deverti deversum ,to turn aside,deverto,Verb,1,2.6.9
funus funeris n.,funeral; death; dead body,funus,Noun,4,2.6.9
Itys –yos (acc. –ym) m.,Itys,Itys,Noun,3,2.6.10
libro librare libravi libratus,to balance,libro,Verb,1,2.6.11
turtur –uris m.,a turtle-dove,turtur,Noun,2,2.6.12
concordia concordiae f.,"agreement, harmony",concordia,Noun,1,2.6.13
vita vitae f.,life,vita,Noun,9,2.6.13
tenax –acis,tenacious,tenax,Adjective,3,2.6.14
Argolicus –a –um,of Argolis; Argolic; Greek,Argolicus,Adjective,1,2.6.15
Phoceus (Phocaeus) –a –um,of Phocus,Phoceus,Adjective,1,2.6.15
sonus soni m.,sound,sonus,Noun,4,2.6.18
gloria gloriae f.,"renown, glory",gloria,Noun,4,2.6.20
fragilis –e,"easily broken, brittle",fragilis,Adjective,1,2.6.21
hebeto hebetare hebetavi hebetatus,to make blunt; to make dull; to impair,hebeto,Verb,1,2.6.21
smaragdus –i m. or f.,"a green precious stone, emerald, beryl, jasper",smaragdus,Noun,1,2.6.21
ruber rubra rubrum,red,ruber,Adjective,1,2.6.22
Punicus –a –um,Punic; Carthaginian,Punicus,Adjective,1,2.6.22
rostrum rostri n.,"beak, prow, speaker's platform",rostrum,Noun,3,2.6.22
crocum –i n. or crocus –i m.,saffron; saffron color,crocum,Noun,1,2.6.22
blaesus –a –um,"lisping, stammering",blaesus,Adjective,1,2.6.24
invidia invidiae f.,"envy, jealousy",invidia,Noun,4,2.6.25
placidus –a –um,pleasant,placidus,Adjective,1,2.6.26
coturnix (coturnix) –icis f. ,a quail,coturnix,Noun,1,2.6.27
minimum,"in the least degree, to least extent",minimum,Adverb,1,2.6.29
nux nucis f.,nut,nux,Noun,1,2.6.31
esca –ae f.,food,esca,Noun,2,2.6.31
papaver –eris n.,the poppy,papaver,Noun,1,2.6.31
umor –oris m.,moisture,umor,Noun,1,2.6.32
g?rus –i m.,circle,gyrus,Noun,1,2.6.33
milvus –i m.,"a bird of prey, kite",milvus,Noun,1,2.6.34
pluvius –a –um,"rainy, bringing rain",pluvius,Adjective,1,2.6.34
graculus –i m.,a jackdaw,graculus,Noun,1,2.6.34
armifer (armiger) –era –erum,"armed, warlike",armifer,Adjective,1,2.6.35
cornix –icis f.,crow,cornix,Noun,3,2.6.35
saeculum saeculi n.,"age; generation, people born at a time; mortal race; century",saeculum,Noun,1,2.6.36
humanus –a –um,human,humanus,Adjective,2,2.6.37
imago imaginis f.,"image, echo",imago,Noun,5,2.6.37
Ph?lacides (Phyll–) –ae m. ,"Phylacides, i.e. Protesilaus",Phylacides,Noun,1,2.6.41
Thersites –ae ,Thersites (name),Thersites,Noun,1,2.6.41
cinis cineris m. or f.,ashes,cinis,Noun,3,2.6.42
procellosus –a –um,"full of storms, stormy",procellosus,Adjective,1,2.6.44
septem; septimus –a –um,7; 7th,septem,Number,2,2.6.45
Parca –ae f.,Parca; one of the Fates,Parca,Noun,1,2.6.46
colus –i and –us f.,distaff,colus,Noun,1,2.6.46
stupeo –ere –ui,to be amazed or dazed; to be bewildered,stupeo,Verb,1,2.6.47
palatum –i n.,"roof of the mouth, palate; by metonymy, the mouth (as the organ of speech)",palatum,Noun,1,2.6.47
collis collis m.,hill,collis,Noun,2,2.6.49
Elysius –a –um,"Elysian, of the Elysian fields",Elysius,Adjective,2,2.6.49
nemus nemoris n.,"grove, forest",nemus,Noun,3,2.6.49
ilex –icis f.,the holm–oak,ilex,Noun,3,2.6.49
frondeo –ere,to be leafy; to bear or put forth leaves; frondens,frondeo,Verb,1,2.6.49
vireo virere virui,to be green,vireo,Verb,2,2.6.50
obscenus (obscaenus) –a –um,filthy; ill-boding,obscenus,Adjective,2,2.6.52
prohibeo prohibere prohibui prohibitus,to prevent,prohibeo,Verb,4,2.6.52
innocuus –a –um,harmless,innocuus,Adjective,1,2.6.53
olor –oris m.,"smell, odor",olor,Noun,1,2.6.53
vivax –acis,long–lived; lively,vivax,Adjective,1,2.6.54
phoenix –icis m.,Phoenix,phoenix,Noun,1,2.6.54
unicus –a –um,unique,unicus,Adjective,1,2.6.54
explico explicare explicavi/explicui explicatus/explicitus,to untangle; explain,explico,Verb,1,2.6.55
nemoralis –e,"of a grove, in a wood, sylvan",nemoralis,Adjective,2,2.6.57
sedes sedis f.,seat,sedes,Noun,1,2.6.57
converto –ere –verti,"to turn round, cause to turn, turn back",converto,Verb,1,2.6.58
tumulus tumuli m.,mound,tumulus,Noun,2,2.6.59
lapis lapidis m.,stone,lapis,Noun,2,2.6.60
sufficio sufficere suffeci suffectum,to suffuse,sufficio,Verb,2,2.7.1
dimico dimicare dimicavi dimicatus,"to struggle, fight",dimico,Verb,2,2.7.2
piget pigere piguit pigitum est,to it disgusts,piget,Verb,1,2.7.2
marmoreus –a –um,of marble,marmoreus,Adjective,2,2.7.3
summum –i n.,the top,summum,Noun,1,2.7.3
eligo eligere elegi electus,"to pick out, select",eligo,Verb,1,2.7.4
peccatum –i n.,fault,peccatum,Noun,2,2.7.11
aequus –a –um,equal,aequus,Adjective,4,2.7.12
insimulo insimulare,to accuse (falsely),insimulo,Verb,1,2.7.13
frustra,in vain,frustra,Adverb,5,2.7.13
pondus ponderis n.,weight,pondus,Noun,8,2.7.14
auritus –a –um,"with ears, having large ears, long-eared",auritus,Adjective,1,2.7.15
miserandus –a –um,to be pitied,miserandus,Adjective,1,2.7.15
asellus – i m.,"ass, donkey",asellus,Noun,1,2.7.15
Cypassis –idis f.,Cypassis (name),Cypassis,Noun,4,2.7.17
contemero –are –avi –atus,"to stain, pollute",contemero,Verb,1,2.7.18
libido libidinis f.,"passion, lust",libido,Noun,2,2.7.19
contemno contemnere contempsi contemptus,"to despise, scorn",contemno,Verb,2,2.7.20
famulus –a –um,"serving, serviceable, servile",famulus,Adjective,1,2.7.21
conubium –ii n. ,marriage,conubium,Noun,1,2.7.21
seco secare secui sectum,to cut,seco,Verb,5,2.7.22
operor –ari –atus sum,to work; be occupied with,operor,Verb,2,2.7.23
scilicet,certainly,scilicet,Adverb,9,2.7.25
iuro iurare iuravi iuratus,"to swear, take an oath",iuro,Verb,9,2.7.27
perfectus –a –um,complete,perfectus,Adjective,1,2.8.1
furtum furti n.,theft,furtum,Noun,1,2.8.3
magis or mage,more,magis,Adverb,7,2.8.4
socio sociare sociavi sociatus,to make one a socius; to share,socio,Verb,1,2.8.5
concubitus –us m.,"a lying together, concubinage",concubitus,Noun,2,2.8.6
delinquo –linquere –liqui –lictum,"to fail, transgress, offend",delinquo,Verb,1,2.8.9
contendo contendere contendi contentus,"to strain, exert",contendo,Verb,1,2.8.10
Thessalus –a –um or Thessalis –idis,Thessalian,Thessalus,Adjective,1,2.8.11
serva servae f.,female slave,serva,Noun,1,2.8.12
Mycenaeus –a –um,of Mycenae; Mycenaean,Mycenaeus,Adjective,1,2.8.12
Phoebas –adis f.,a priestess of Apollo,Phoebas,Noun,1,2.8.12
Tantalides –ae m.,descendent of Tantalus,Tantalides,Noun,1,2.8.13
defigo defigere defixi defixus,to fix,defigo,Verb,2,2.8.15
praesens –ntis,present,praesens,Adjective,1,2.8.17
Carpathius –a –um,of Carpathus (island),Carpathius,Adjective,2,2.8.20
renuo renuere renui —,to deny (by motion of the head),renuo,Verb,1,2.8.23
emereo emerere emerui emeritum or e–mereor emereri emeritus sum,"to obtain by service, earn, merit, deserve",emereo,Verb,3,2.8.24
stultus –a –um,foolish,stultus,Adjective,7,2.8.25
proditor –oris m.,"a betrayer, traitor",proditor,Noun,2,2.8.26
indignor –atus sum,to deem unworthy; to fret,indignor,Verb,2,2.9.1
vulnero vulnerare vulneravi vulneratus,to wound,vulnero,Verb,1,2.9.4
figo figere fixi fixus,"to fix, fasten",figo,Verb,5,2.9.5
confodio –ere –fodi –fossus,to stab,confodio,Verb,1,2.9.8
medicus –a –um,"healing, medical",medicus,Adjective,1,2.9.8
venator –oris m.,huntsman,venator,Noun,1,2.9.9
deditus –a –um,"given up, surrendered",deditus,Adjective,1,2.9.11
reluctor reluctari reluctatus,"to struggle, resist",reluctor,Verb,2,2.9.12
hamatus –a –um,barbed,hamatus,Adjective,1,2.9.13
retundo retundere ret(t)udi retu(n)sum,to dull,retundo,Verb,1,2.9.13
immensus –a –um,immense,immensus,Adjective,2,2.9.17
promoveo –ere –movi –motus,to move forward; push forward,promoveo,Verb,1,2.9.17
stramineus –a –um,"made of straw, straw-",stramineus,Adjective,1,2.9.18
casa casae f.,"cottage, house",casa,Noun,1,2.9.18
fessus –a –um,tired,fessus,Adjective,1,2.9.19
saltus saltus m.,pasture,saltus,Noun,1,2.9.20
navalis –e,"naval, pertaining to ships",navalis,Adjective,1,2.9.21
pinus –us or –i f.,pine tree,pinus,Noun,2,2.9.21
rudis –is f.,a wooden sword used for practice,rudis,Noun,1,2.9.22
placide,"gently, calmly",placide,Adverb,1,2.9.24
deprecor deprecari deprecatus sum,to ward off (from one's self or others) by earnest prayer,deprecor,Verb,1,2.9.26
adeo,"so, to such a point, to such an extent",adeo,Adverb,1,2.9.26
pertaedet –taesum est,to it wearies,pertaedet,Verb,1,2.9.27
relanguesco –languescere –langui —,"to grow languid, enfeebled",relanguesco,Verb,1,2.9.27
ardor ardoris m.,"burning, heat, eagerness",ardor,Noun,3,2.9.27
misere,"wretchedly, desperately",misere,Adverb,1,2.9.28
turbo (turben) turbinis m.,whirlwind,turbo,Noun,2,2.9.28
spumo spumare spumavi spumatus,to foam,spumo,Verb,1,2.9.29
retento –are –avi –atum,to hold back; restrain,retento,Verb,1,2.9.30
pre(he)ndo –ere prendi prensum,"to lay hold of, grasp, snatch",prehendo,Verb,1,2.9.31
portus portus m.,port,portus,Noun,2,2.9.32
hic,here,hic,Adverb,8,2.9.36
gelidus –a –um,"cold, icy",gelidus,Adjective,5,2.9.41
fruor frui fructus sum,to enjoy,fruor,Verb,3,2.9.46
privignus –i m.,a step-son,privignus,Noun,1,2.9.47
ventosus –a –um,"windy, stormy",ventosus,Adjective,3,2.9.49
ala alae f.,"wing, armpit",ala,Noun,2,2.9.49
exaudio exaudire exaudivi exauditus,to hear,exaudio,Verb,1,2.9.51
indesertus –a –um,"not deserted, unforsaken",indesertus,Adjective,1,2.9.52
vagus –a –um,wandering,vagus,Adjective,1,2.9.53
veneror venerari veneratus sum or venero –are,to venerate,veneror,Verb,1,2.9.54
Graecinus –i m.,Graecinus,Graecinus,Noun,1,2.10.1
operosus –a –um,"full of labor, industrious",operosus,Adjective,2,2.10.5
discors discordis,disagreeing,discors,Adjective,2,2.10.9
phaselus –i m.,a light ship,phaselus,Noun,1,2.10.9
gemino geminare geminavi geminatum,to double,gemino,Verb,1,2.10.11
Erycinus –a –um,pertaining to Eryx,Erycinus,Adjective,1,2.10.11
folium foli(i) n.,leaf,folium,Noun,3,2.10.13
evenio evenire eveni eventus,to come out,evenio,Verb,4,2.10.16
viduus –a –um,"deprived of a husband or wife, bereft, celibate; (of vines) unsupported by a tree",viduus,Adjective,3,2.10.17
cubile cubilis n.,"couch, bed",cubile,Noun,1,2.10.17
dis–perdo –perdere –perdidi –perditum,to ruin,disperdo,Verb,1,2.10.21
alimentum –i n.,nourishment,alimentum,Noun,2,2.10.25
opera operae f.,work,opera,Noun,1,2.10.26
letum leti n.,death,letum,Noun,2,2.10.30
induo induere indui indutus,"to put on, clothe",induo,Verb,4,2.10.31
aeternus –a –um,"everlasting, eternal",aeternus,Adjective,4,2.10.32
aro arare aravi aratus,to plough,aro,Verb,1,2.10.33
aequor aequoris n.,level surface; sea; plain,aequor,Noun,3,2.10.34
naufragus –a –um,shipwrecked,naufragus,Adjective,1,2.10.34
languesco –ere langui,to become faint,languesco,Verb,1,2.10.35
conveniens –entis,"agreeing, corresponding",conveniens,Adjective,1,2.10.38
Peliacus –a –um,of Peleus; of Mt. Pelion,Peliacus,Adjective,1,2.11.2
concurro concurrere concucurri concursus,to assemble,concurro,Verb,1,2.11.3
cautes –is f.,craggy or pointed rock,cautes,Noun,1,2.11.3
conspicuus –a –um,"in view, visible",conspicuus,Adjective,1,2.11.4
fulvus –a –um,reddish or tawny yellow,fulvus,Adjective,1,2.11.4
vellus –eris n.,fleece,vellus,Noun,1,2.11.4
remus remi m.,oar,remus,Noun,2,2.11.5
Argo –us f.,"Argo, the name of a ship",Argo,Noun,1,2.11.6
funestus –a –um,deadly,funestus,Adjective,1,2.11.6
Penates –ium m.,"Penates, household gods",Penates,Noun,1,2.11.7
egelidus –a –um,"lukewarm, tepid",egelidus,Adjective,1,2.11.10
iniustus –a –um,unjust,iniustus,Adjective,1,2.11.12
caerulus (caeruleus) –a –um,dark blue,caerulus,Adjective,1,2.11.12
concha –ae f.,shellfish; cockle shell,concha,Noun,1,2.11.13
lapillus –i m.,pebble (dim. of lapis) ,lapillus,Noun,1,2.11.13
bibulus –a –um,"drinking readily, absorbent",bibulus,Adjective,1,2.11.14
litus litoris n.,sea–shore,litus,Noun,6,2.11.14
signo signare signavi signatus,to mark,signo,Verb,4,2.11.15
hactenus,"thus far, so far, of space and time",hactenus,Adverb,3,2.11.16
ceterus –a –um; often pl. ceteri –ae –a,the other; the rest,ceterus,Adjective,1,2.11.16
Scylla –ae f.,Scylla,Scylla,Noun,2,2.11.18
infesto –are,"to annoy, disturb",infesto,Verb,1,2.11.18
Charybdis –is f.,Charybdis,Charybdis,Noun,2,2.11.18
emineo –ere –ui,to stand out,emineo,Verb,1,2.11.19
Ceraunia –orum n. pl.,Ceraunia,Ceraunia,Noun,1,2.11.19
syrtis –is f.,sand–bank or shoal in the sea; esp.,syrtis,Noun,1,2.11.20
procella –ae f.,gale,procella,Noun,2,2.11.22
sero,late,sero,Adverb,1,2.11.23
funis funis m.,"rope, line",funis,Noun,1,2.11.23
salum –i n.,the tossing or heaving swell of the sea; the open sea,salum,Noun,1,2.11.24
horreo horrere horrui,to dread,horreo,Verb,1,2.11.25
iniquus –a –um,uneven,iniquus,Adjective,4,2.11.25
cerno cernere crevi certus,"to discern, separate",cerno,Verb,2,2.11.26
Triton –onis m.,Triton,Triton,Noun,1,2.11.27
exaspero –are –avi –atus,to make rough,exaspero,Verb,1,2.11.27
generosus –a –um," of noble birth, noble; eminent",generosus,Adjective,1,2.11.29
fecundus –a –um,bringing forth,fecundus,Adjective,3,2.11.29
increpo increpare increpavi/increpui increpatus/increpitus,to rattle; complain loudly about,increpo,Verb,2,2.11.32
volucer volucris volucre,flying,volucer,Adjective,1,2.11.33
dictum dicti n.,word; saying,dictum,Noun,3,2.11.33
Galatea –ae f.,Galatea,Galatea,Noun,1,2.11.34
Nereis –idis (–idos) f.,Nereis,Nereis,Noun,3,2.11.36
vado vadere vasi vasum,to go,vado,Verb,1,2.11.37
proclino –are,"to bend, incline",proclino,Verb,1,2.11.39
Nereus –ei or –eos m.,Nereus,Nereus,Noun,1,2.11.39
linteum –i n.,"linen cloth, napkin; sailcloth; a sail",linteum,Noun,2,2.11.41
turgidus –a –um,swollen; grandiose high-flown,turgidus,Adjective,1,2.11.42
adveho –ere –vexi –vectus,to carry or convey to,adveho,Verb,1,2.11.44
victima –ae f.,an animal offered in sacrifice; a victim,victima,Noun,3,2.11.46
voveo vovere vovi votus,to vow,voveo,Verb,3,2.11.46
arena (harena) –ae f.,"sand, arena",arena,Noun,3,2.11.47
cumulus –i m.,heap; flood,cumulus,Noun,1,2.11.48
"quilibet quaelibet quodlibet (or quilubet, etc.)","whoever or whatever you please; anyone, anything",quilibet,Pronoun,3,2.11.48
Lyaeus –i m.,Lyaeus,Lyaeus,Noun,2,2.11.49
paene,almost,paene,Adverb,2,2.11.50
medium –ii n.,middle,medium,Noun,2,2.11.50
obruo obruere obrui obrutum,to cover,obruo,Verb,2,2.11.50
navis navis f.,ship,navis,Noun,1,2.11.50
extimesco –ere –timui,to be afraid,extimesco,Verb,1,2.11.52
verum –i n.,that which is true; truth,verum,Noun,4,2.11.53
fictus –a –um,feigned,fictus,Adjective,1,2.11.53
quam primum,as soon as possible,quam,Adverb,2,2.11.55
nitidus –a –um,"shining, bring",nitidus,Adjective,1,2.11.55
triumphalis –e,"triumphal, honored with a triumph",triumphalis,Adjective,1,2.12.1
firmus –a –um,"firm, strong",firmus,Adjective,1,2.12.3
praecipuus –a –um,"peculiar, special",praecipuus,Adjective,1,2.12.5
victoria victoriae f.,victory,victoria,Noun,1,2.12.5
humilis humile,humble,humilis,Adjective,2,2.12.7
murus muri m.,wall,murus,Noun,1,2.12.7
oppidum oppidi n.,town,oppidum,Noun,1,2.12.7
fossa –ae f.,ditch,fossa,Noun,1,2.12.7
ductus –us m.,"a leading, commanding; conveyance",ductus,Noun,1,2.12.8
Pergama –orum n. or Pergamum –i n. and Pergamus (–os) –i f.,Pergamum (city),Pergama,Noun,1,2.12.9
bilustris –e,"that lasts two lustra, i.e. ten years, of ten years' duration ",bilustris,Adjective,1,2.12.9
quotus –a –um,of what number,quotus,Adjective,1,2.12.10
sepono –ponere –posui –positum,"to separate, select",sepono,Verb,1,2.12.11
dissors –rtis,"of a different fate, separate, not shared",dissors,Adjective,1,2.12.11
titulus – i m. (–um n.),"title, label, claim to fame",titulus,Noun,3,2.12.12
pedes peditis m.,foot soldier,pedes,Noun,1,2.12.14
signifer –feri m.,a standard–bearer,signifer,Noun,1,2.12.14
immisceo –miscui –mixtus (–mistus),to mingle with; usually w. dat.,immisceo,Verb,3,2.12.15
actum –i n.,"deed, law; official record ",actum,Noun,2,2.12.15
pario parere peperi partum,to bring forth,pario,Verb,2,2.12.16
Tyndaris –idis (–idos) f.,daughter of Tyndarus; Helen,Tyndaris,Noun,1,2.12.18
Europa –ae f.,Europa (name),Europa,Noun,1,2.12.18
Asia –ae,Asia,Asia,Noun,1,2.12.18
silvestris –e,"pertaining to the woods, pastoral",silvestris,Adjective,1,2.12.19
Lapitha –ae m./f.,Lapitha,Lapitha,Noun,1,2.12.19
biformis –is,two–formed,biformis,Adjective,1,2.12.19
Troianus –a –um,Trojan,Troianus,Adjective,3,2.12.21
Latinus –i m.,Latinus,Latinus,Noun,1,2.12.22
Romanus –a –um,Roman,Romanus,Adjective,2,2.12.23
etiamnum or etiamnunc,"yet, till now, even at this time",etiamnum,Adverb,2,2.12.23
immitto immittere immisi immissus,to send in,immitto,Verb,1,2.12.24
socer soceri m.,father–in–law,socer,Noun,1,2.12.24
spectatrix –icis f.,an observer (female),spectatrix,Noun,1,2.12.26
iuvencus –a –um,young,iuvencus,Noun,2,2.12.26
labefacto labefactare labefactavi labefactatus,to make unsteady,labefacto,Verb,1,2.13.1
gravidus –a –um,heavy,gravidus,Noun,2,2.13.1
periculum periculi n.,danger,periculum,Noun,1,2.13.3
concipio concipere concepi conceptum,"to produce, conceive",concipio,Verb,2,2.13.5
Paraetonium –i n.,Paraetonium (place),Paraetonium,Noun,1,2.13.7
genialis –e,sacred to the guardian spirit; genial,genialis,Adjective,2,2.13.7
Canopus –i m.,Canopus (town),Canopus,Noun,1,2.13.7
Memphis –idis f.,"Memphis, city in Egypt",Memphis,Noun,1,2.13.8
palmifer –fera –ferum,"palm-bearing, abounding in palms, palmiferous",palmifer,Adjective,1,2.13.8
Pharos (Pharus) –i f.,"Pharos (island), lighthouse",Pharos,Noun,1,2.13.8
Nilus –i m.,Nilus,Nilus,Noun,3,2.13.9
delabor –lapsus sum,to glide,delabor,Verb,3,2.13.9
alveus –i m.,cavity,alveus,Noun,2,2.13.9
sistrum –i n.,metallic rattle,sistrum,Noun,2,2.13.11
Anubis –is (–idis) m.,Anubis,Anubis,Noun,1,2.13.11
vereor vereri veritus sum,to fear,vereor,Verb,4,2.13.11
